Step,AgentID,Steps to fire up
3,"(27, 14)",-1
3,"(27, 15)",-1
3,"(27, 16)",-1
3,"(27, 17)",-1
3,"(27, 18)",-1
3,"(27, 19)",-1
3,"(27, 20)",-1
3,"(27, 21)",-1
3,"(27, 22)",-1
3,"(27, 24)",-1
3,"(27, 25)",-1
3,"(27, 26)",-1
3,"(27, 27)",-1
3,"(27, 29)",-1
3,"(27, 30)",-1
3,"(27, 31)",-1
3,"(27, 32)",-1
3,"(27, 34)",-1
3,"(27, 35)",-1
3,"(27, 37)",-1
3,"(27, 38)",-1
3,"(27, 40)",-1
3,"(27, 41)",-1
3,"(27, 42)",-1
3,"(27, 43)",-1
3,"(27, 45)",-1
3,"(27, 46)",-1
3,"(27, 47)",-1
3,"(27, 48)",-1
3,"(27, 50)",-1
3,"(27, 51)",-1
3,"(27, 52)",-1
3,"(27, 53)",-1
3,"(27, 54)",-1
3,"(27, 56)",-1
3,"(27, 58)",-1
3,"(27, 60)",-1
3,"(27, 61)",-1
3,"(27, 63)",-1
3,"(27, 64)",-1
3,"(27, 65)",-1
3,"(27, 66)",-1
3,"(27, 67)",-1
3,"(27, 68)",-1
3,"(27, 69)",-1
3,"(27, 70)",-1
3,"(27, 71)",-1
3,"(27, 72)",-1
3,"(27, 73)",-1
3,"(27, 74)",-1
3,"(27, 75)",-1
3,"(27, 76)",-1
3,"(27, 77)",-1
3,"(27, 78)",-1
3,"(27, 79)",-1
3,"(27, 80)",-1
3,"(27, 81)",-1
3,"(27, 82)",-1
3,"(27, 83)",-1
3,"(27, 85)",-1
3,"(27, 87)",-1
3,"(27, 88)",-1
3,"(27, 89)",-1
3,"(27, 90)",-1
3,"(27, 92)",-1
3,"(27, 93)",-1
3,"(27, 94)",-1
3,"(27, 95)",-1
3,"(27, 96)",-1
3,"(27, 98)",-1
3,"(28, 0)",-1
3,"(28, 1)",-1
3,"(28, 3)",-1
3,"(28, 4)",-1
3,"(28, 6)",-1
3,"(28, 7)",-1
3,"(28, 10)",-1
3,"(28, 12)",-1
3,"(28, 15)",-1
3,"(28, 16)",-1
3,"(28, 19)",-1
3,"(28, 20)",-1
3,"(28, 21)",-1
3,"(28, 22)",-1
3,"(28, 23)",-1
3,"(28, 24)",-1
3,"(28, 25)",-1
3,"(28, 26)",-1
3,"(28, 27)",-1
3,"(28, 28)",-1
3,"(28, 29)",-1
3,"(28, 30)",-1
3,"(28, 31)",-1
3,"(28, 32)",-1
3,"(28, 33)",-1
3,"(28, 34)",-1
3,"(28, 35)",-1
3,"(28, 37)",-1
3,"(28, 38)",-1
3,"(28, 41)",-1
3,"(28, 42)",-1
3,"(28, 43)",-1
3,"(28, 44)",-1
3,"(28, 46)",-1
3,"(28, 49)",-1
3,"(28, 51)",-1
3,"(28, 52)",-1
3,"(28, 54)",-1
3,"(28, 56)",-1
3,"(28, 57)",-1
3,"(28, 59)",-1
3,"(28, 60)",-1
3,"(28, 62)",-1
3,"(28, 63)",-1
3,"(28, 65)",-1
3,"(28, 67)",-1
3,"(28, 68)",-1
3,"(28, 69)",-1
3,"(28, 70)",-1
3,"(28, 71)",-1
3,"(28, 73)",-1
3,"(28, 74)",-1
3,"(28, 75)",-1
3,"(28, 76)",-1
3,"(28, 77)",-1
3,"(28, 78)",-1
3,"(28, 79)",-1
3,"(28, 80)",-1
3,"(28, 81)",-1
3,"(28, 84)",-1
3,"(28, 85)",-1
3,"(28, 86)",-1
3,"(28, 88)",-1
3,"(28, 89)",-1
3,"(28, 90)",-1
3,"(28, 92)",-1
3,"(28, 93)",-1
3,"(28, 95)",-1
3,"(28, 97)",-1
3,"(28, 98)",-1
3,"(28, 99)",-1
3,"(29, 0)",-1
3,"(29, 1)",-1
3,"(29, 2)",-1
3,"(29, 3)",-1
3,"(29, 4)",-1
3,"(29, 5)",-1
3,"(29, 6)",-1
3,"(29, 8)",-1
3,"(29, 9)",-1
3,"(29, 10)",-1
3,"(29, 12)",-1
3,"(29, 13)",-1
3,"(29, 14)",-1
3,"(29, 16)",-1
3,"(29, 17)",-1
3,"(29, 19)",-1
3,"(29, 21)",-1
3,"(29, 22)",-1
3,"(29, 23)",-1
3,"(29, 25)",-1
3,"(29, 26)",-1
3,"(29, 29)",-1
3,"(29, 30)",-1
3,"(29, 32)",-1
3,"(29, 34)",-1
3,"(29, 35)",-1
3,"(29, 36)",-1
3,"(29, 37)",-1
3,"(29, 40)",-1
3,"(29, 42)",-1
3,"(29, 43)",-1
3,"(29, 44)",-1
3,"(29, 45)",-1
3,"(29, 46)",-1
3,"(29, 50)",-1
3,"(29, 51)",-1
3,"(29, 52)",-1
3,"(29, 53)",-1
3,"(29, 54)",-1
3,"(29, 55)",-1
3,"(29, 56)",-1
3,"(29, 58)",-1
3,"(29, 59)",-1
3,"(29, 60)",-1
3,"(29, 61)",-1
3,"(29, 62)",-1
3,"(29, 63)",-1
3,"(29, 64)",-1
3,"(29, 65)",-1
3,"(29, 67)",-1
3,"(29, 69)",-1
3,"(29, 70)",-1
3,"(29, 71)",-1
3,"(29, 74)",-1
3,"(29, 75)",-1
3,"(29, 76)",-1
3,"(29, 77)",-1
3,"(29, 78)",-1
3,"(29, 79)",-1
3,"(29, 80)",-1
3,"(29, 81)",-1
3,"(29, 82)",-1
3,"(29, 83)",-1
3,"(29, 84)",-1
3,"(29, 85)",-1
3,"(29, 86)",-1
3,"(29, 87)",-1
3,"(29, 88)",-1
3,"(29, 89)",-1
3,"(29, 90)",-1
3,"(29, 91)",-1
3,"(29, 92)",-1
3,"(29, 94)",-1
3,"(29, 95)",-1
3,"(29, 96)",-1
3,"(29, 97)",-1
3,"(29, 98)",-1
3,"(29, 99)",-1
3,"(30, 0)",-1
3,"(30, 3)",-1
3,"(30, 4)",-1
3,"(30, 5)",-1
3,"(30, 6)",-1
3,"(30, 7)",-1
3,"(30, 8)",-1
3,"(30, 9)",-1
3,"(30, 10)",-1
3,"(30, 12)",-1
3,"(30, 13)",-1
3,"(30, 14)",-1
3,"(30, 15)",-1
3,"(30, 16)",-1
3,"(30, 17)",-1
3,"(30, 18)",-1
3,"(30, 19)",-1
3,"(30, 21)",-1
3,"(30, 22)",-1
3,"(30, 23)",-1
3,"(30, 24)",-1
3,"(30, 25)",-1
3,"(30, 26)",-1
3,"(30, 27)",-1
3,"(30, 28)",-1
3,"(30, 29)",-1
3,"(30, 30)",-1
3,"(30, 31)",-1
3,"(30, 32)",-1
3,"(30, 33)",-1
3,"(30, 34)",-1
3,"(30, 36)",-1
3,"(30, 37)",-1
3,"(30, 39)",-1
3,"(30, 40)",-1
3,"(30, 41)",-1
3,"(30, 42)",-1
3,"(30, 43)",-1
3,"(30, 44)",-1
3,"(30, 45)",-1
3,"(30, 47)",-1
3,"(30, 48)",-1
3,"(30, 49)",-1
3,"(30, 50)",-1
3,"(30, 51)",-1
3,"(30, 52)",-1
3,"(30, 53)",-1
3,"(30, 54)",-1
3,"(30, 56)",-1
3,"(30, 57)",-1
3,"(30, 58)",-1
3,"(30, 59)",-1
3,"(30, 61)",-1
3,"(30, 62)",-1
3,"(30, 63)",-1
3,"(30, 64)",-1
3,"(30, 65)",-1
3,"(30, 67)",-1
3,"(30, 68)",-1
3,"(30, 69)",-1
3,"(30, 70)",-1
3,"(30, 71)",-1
3,"(30, 72)",-1
3,"(30, 74)",-1
3,"(30, 75)",-1
3,"(30, 76)",-1
3,"(30, 77)",-1
3,"(30, 78)",-1
3,"(30, 79)",-1
3,"(30, 80)",-1
3,"(30, 81)",-1
3,"(30, 82)",-1
3,"(30, 83)",-1
3,"(30, 84)",-1
3,"(30, 85)",-1
3,"(30, 86)",-1
3,"(30, 87)",-1
3,"(30, 88)",-1
3,"(30, 89)",-1
3,"(30, 90)",-1
3,"(30, 91)",-1
3,"(30, 92)",-1
3,"(30, 93)",-1
3,"(30, 94)",-1
3,"(30, 95)",-1
3,"(30, 96)",-1
3,"(30, 97)",-1
3,"(30, 98)",-1
3,"(30, 99)",-1
3,"(31, 0)",-1
3,"(31, 1)",-1
3,"(31, 3)",-1
3,"(31, 4)",-1
3,"(31, 6)",-1
3,"(31, 7)",-1
3,"(31, 8)",-1
3,"(31, 9)",-1
3,"(31, 11)",-1
3,"(31, 12)",-1
3,"(31, 13)",-1
3,"(31, 14)",-1
3,"(31, 16)",-1
3,"(31, 17)",-1
3,"(31, 18)",-1
3,"(31, 19)",-1
3,"(31, 20)",-1
3,"(31, 22)",-1
3,"(31, 23)",-1
3,"(31, 24)",-1
3,"(31, 26)",-1
3,"(31, 27)",-1
3,"(31, 28)",-1
3,"(31, 29)",-1
3,"(31, 30)",-1
3,"(31, 31)",-1
3,"(31, 35)",-1
3,"(31, 36)",-1
3,"(31, 38)",-1
3,"(31, 40)",-1
3,"(31, 41)",-1
3,"(31, 42)",-1
3,"(31, 43)",-1
3,"(31, 45)",-1
3,"(31, 46)",-1
3,"(31, 48)",-1
3,"(31, 52)",-1
3,"(31, 53)",-1
3,"(31, 55)",-1
3,"(31, 57)",-1
3,"(31, 58)",-1
3,"(31, 60)",-1
3,"(31, 61)",-1
3,"(31, 62)",-1
3,"(31, 63)",-1
3,"(31, 64)",-1
3,"(31, 65)",-1
3,"(31, 66)",-1
3,"(31, 67)",-1
3,"(31, 68)",-1
3,"(31, 69)",-1
3,"(31, 71)",-1
3,"(31, 72)",-1
3,"(31, 73)",-1
3,"(31, 74)",-1
3,"(31, 77)",-1
3,"(31, 78)",-1
3,"(31, 80)",-1
3,"(31, 81)",-1
3,"(31, 83)",-1
3,"(31, 84)",-1
3,"(31, 85)",-1
3,"(31, 86)",-1
3,"(31, 87)",-1
3,"(31, 88)",-1
3,"(31, 89)",-1
3,"(31, 90)",-1
3,"(31, 92)",-1
3,"(31, 93)",-1
3,"(31, 94)",-1
3,"(31, 96)",-1
3,"(31, 97)",-1
3,"(31, 98)",-1
3,"(31, 99)",-1
3,"(32, 0)",-1
3,"(32, 1)",-1
3,"(32, 2)",-1
3,"(32, 3)",-1
3,"(32, 4)",-1
3,"(32, 5)",-1
3,"(32, 6)",-1
3,"(32, 7)",-1
3,"(32, 9)",-1
3,"(32, 11)",-1
3,"(32, 13)",-1
3,"(32, 14)",-1
3,"(32, 16)",-1
3,"(32, 17)",-1
3,"(32, 18)",-1
3,"(32, 19)",-1
3,"(32, 20)",-1
3,"(32, 21)",-1
3,"(32, 22)",-1
3,"(32, 23)",-1
3,"(32, 24)",-1
3,"(32, 25)",-1
3,"(32, 27)",-1
3,"(32, 28)",-1
3,"(32, 29)",-1
3,"(32, 30)",-1
3,"(32, 31)",-1
3,"(32, 32)",-1
3,"(32, 33)",-1
3,"(32, 34)",-1
3,"(32, 35)",-1
3,"(32, 36)",-1
3,"(32, 37)",-1
3,"(32, 38)",-1
3,"(32, 39)",-1
3,"(32, 40)",-1
3,"(32, 41)",-1
3,"(32, 42)",-1
3,"(32, 43)",-1
3,"(32, 44)",-1
3,"(32, 45)",-1
3,"(32, 47)",-1
3,"(32, 48)",-1
3,"(32, 49)",-1
3,"(32, 50)",-1
3,"(32, 51)",-1
3,"(32, 52)",-1
3,"(32, 53)",-1
3,"(32, 54)",-1
3,"(32, 57)",-1
3,"(32, 58)",-1
3,"(32, 59)",-1
3,"(32, 60)",-1
3,"(32, 61)",-1
3,"(32, 62)",-1
3,"(32, 63)",-1
3,"(32, 64)",-1
3,"(32, 65)",-1
3,"(32, 66)",-1
3,"(32, 68)",-1
3,"(32, 69)",-1
3,"(32, 70)",-1
3,"(32, 71)",-1
3,"(32, 72)",-1
3,"(32, 73)",-1
3,"(32, 75)",-1
3,"(32, 77)",-1
3,"(32, 78)",-1
3,"(32, 79)",-1
3,"(32, 80)",-1
3,"(32, 81)",-1
3,"(32, 82)",-1
3,"(32, 83)",-1
3,"(32, 84)",-1
3,"(32, 85)",-1
3,"(32, 86)",-1
3,"(32, 87)",-1
3,"(32, 89)",-1
3,"(32, 90)",-1
3,"(32, 91)",-1
3,"(32, 92)",-1
3,"(32, 93)",-1
3,"(32, 94)",-1
3,"(32, 96)",-1
3,"(32, 97)",-1
3,"(32, 98)",-1
3,"(33, 1)",-1
3,"(33, 2)",-1
3,"(33, 3)",-1
3,"(33, 4)",-1
3,"(33, 5)",-1
3,"(33, 6)",-1
3,"(33, 7)",-1
3,"(33, 8)",-1
3,"(33, 9)",-1
3,"(33, 10)",-1
3,"(33, 11)",-1
3,"(33, 13)",-1
3,"(33, 14)",-1
3,"(33, 15)",-1
3,"(33, 16)",-1
3,"(33, 17)",-1
3,"(33, 18)",-1
3,"(33, 19)",-1
3,"(33, 20)",-1
3,"(33, 21)",-1
3,"(33, 22)",-1
3,"(33, 23)",-1
3,"(33, 24)",-1
3,"(33, 25)",-1
3,"(33, 26)",-1
3,"(33, 27)",-1
3,"(33, 28)",-1
3,"(33, 29)",-1
3,"(33, 31)",-1
3,"(33, 32)",-1
3,"(33, 33)",-1
3,"(33, 34)",-1
3,"(33, 35)",-1
3,"(33, 36)",-1
3,"(33, 37)",-1
3,"(33, 38)",-1
3,"(33, 39)",-1
3,"(33, 40)",-1
3,"(33, 41)",-1
3,"(33, 43)",-1
3,"(33, 45)",-1
3,"(33, 46)",-1
3,"(33, 47)",-1
3,"(33, 49)",-1
3,"(33, 51)",-1
3,"(33, 52)",-1
3,"(33, 53)",-1
3,"(33, 54)",-1
3,"(33, 55)",-1
3,"(33, 56)",-1
3,"(33, 57)",-1
3,"(33, 58)",-1
3,"(33, 59)",-1
3,"(33, 60)",-1
3,"(33, 61)",-1
3,"(33, 62)",-1
3,"(33, 63)",-1
3,"(33, 65)",-1
3,"(33, 66)",-1
3,"(33, 68)",-1
3,"(33, 70)",-1
3,"(33, 71)",-1
3,"(33, 72)",-1
3,"(33, 73)",-1
3,"(33, 74)",-1
3,"(33, 77)",-1
3,"(33, 78)",-1
3,"(33, 79)",-1
3,"(33, 80)",-1
3,"(33, 81)",-1
3,"(33, 82)",-1
3,"(33, 83)",-1
3,"(33, 85)",-1
3,"(33, 86)",-1
3,"(33, 87)",-1
3,"(33, 88)",-1
3,"(33, 89)",-1
3,"(33, 90)",-1
3,"(33, 91)",-1
3,"(33, 92)",-1
3,"(33, 93)",-1
3,"(33, 94)",-1
3,"(33, 95)",-1
3,"(33, 96)",-1
3,"(33, 98)",-1
3,"(33, 99)",-1
3,"(34, 0)",-1
3,"(34, 1)",-1
3,"(34, 2)",-1
3,"(34, 3)",-1
3,"(34, 4)",-1
3,"(34, 5)",-1
3,"(34, 6)",-1
3,"(34, 8)",-1
3,"(34, 9)",-1
3,"(34, 10)",-1
3,"(34, 11)",-1
3,"(34, 13)",-1
3,"(34, 14)",-1
3,"(34, 15)",-1
3,"(34, 16)",-1
3,"(34, 18)",-1
3,"(34, 19)",-1
3,"(34, 21)",-1
3,"(34, 22)",-1
3,"(34, 23)",-1
3,"(34, 26)",-1
3,"(34, 27)",-1
3,"(34, 28)",-1
3,"(34, 29)",-1
3,"(34, 31)",-1
3,"(34, 32)",-1
3,"(34, 34)",-1
3,"(34, 36)",-1
3,"(34, 37)",-1
3,"(34, 38)",-1
3,"(34, 39)",-1
3,"(34, 40)",-1
3,"(34, 42)",-1
3,"(34, 43)",-1
3,"(34, 44)",-1
3,"(34, 46)",-1
3,"(34, 47)",-1
3,"(34, 48)",-1
3,"(34, 49)",-1
3,"(34, 50)",-1
3,"(34, 53)",-1
3,"(34, 54)",-1
3,"(34, 55)",-1
3,"(34, 56)",-1
3,"(34, 57)",-1
3,"(34, 58)",-1
3,"(34, 59)",-1
3,"(34, 60)",-1
3,"(34, 61)",-1
3,"(34, 62)",-1
3,"(34, 64)",-1
3,"(34, 65)",-1
3,"(34, 67)",-1
3,"(34, 68)",-1
3,"(34, 69)",-1
3,"(34, 70)",-1
3,"(34, 73)",-1
3,"(34, 74)",-1
3,"(34, 75)",-1
3,"(34, 76)",-1
3,"(34, 77)",-1
3,"(34, 79)",-1
3,"(34, 81)",-1
3,"(34, 82)",-1
3,"(34, 83)",-1
3,"(34, 84)",-1
3,"(34, 85)",-1
3,"(34, 88)",-1
3,"(34, 89)",-1
3,"(34, 90)",-1
3,"(34, 92)",-1
3,"(34, 94)",-1
3,"(34, 95)",-1
3,"(34, 96)",-1
3,"(34, 97)",-1
3,"(34, 98)",-1
3,"(34, 99)",-1
3,"(35, 0)",-1
3,"(35, 1)",-1
3,"(35, 2)",-1
3,"(35, 3)",-1
3,"(35, 4)",-1
3,"(35, 5)",-1
3,"(35, 7)",-1
3,"(35, 8)",-1
3,"(35, 9)",-1
3,"(35, 11)",-1
3,"(35, 12)",-1
3,"(35, 13)",-1
3,"(35, 14)",-1
3,"(35, 16)",-1
3,"(35, 17)",-1
3,"(35, 18)",-1
3,"(35, 19)",-1
3,"(35, 20)",-1
3,"(35, 21)",-1
3,"(35, 23)",-1
3,"(35, 24)",-1
3,"(35, 26)",-1
3,"(35, 28)",-1
3,"(35, 29)",-1
3,"(35, 31)",-1
3,"(35, 32)",-1
3,"(35, 33)",-1
3,"(35, 34)",-1
3,"(35, 35)",-1
3,"(35, 36)",-1
3,"(35, 37)",-1
3,"(35, 38)",-1
3,"(35, 39)",-1
3,"(35, 40)",-1
3,"(35, 41)",-1
3,"(35, 45)",-1
3,"(35, 46)",-1
3,"(35, 47)",-1
3,"(35, 48)",-1
3,"(35, 49)",-1
3,"(35, 50)",-1
3,"(35, 51)",-1
3,"(35, 54)",-1
3,"(35, 55)",-1
3,"(35, 56)",-1
3,"(35, 57)",-1
3,"(35, 58)",-1
3,"(35, 59)",-1
3,"(35, 60)",-1
3,"(35, 61)",-1
3,"(35, 62)",-1
3,"(35, 63)",-1
3,"(35, 64)",-1
3,"(35, 65)",-1
3,"(35, 66)",-1
3,"(35, 67)",-1
3,"(35, 69)",-1
3,"(35, 71)",-1
3,"(35, 72)",-1
3,"(35, 73)",-1
3,"(35, 74)",-1
3,"(35, 75)",-1
3,"(35, 76)",-1
3,"(35, 77)",-1
3,"(35, 78)",-1
3,"(35, 80)",-1
3,"(35, 81)",-1
3,"(35, 82)",-1
3,"(35, 83)",-1
3,"(35, 84)",-1
3,"(35, 87)",-1
3,"(35, 88)",-1
3,"(35, 89)",-1
3,"(35, 92)",-1
3,"(35, 95)",-1
3,"(35, 96)",-1
3,"(35, 98)",-1
3,"(35, 99)",-1
3,"(36, 0)",-1
3,"(36, 1)",-1
3,"(36, 2)",-1
3,"(36, 6)",-1
3,"(36, 8)",-1
3,"(36, 9)",-1
3,"(36, 11)",-1
3,"(36, 12)",-1
3,"(36, 14)",-1
3,"(36, 15)",-1
3,"(36, 16)",-1
3,"(36, 17)",-1
3,"(36, 19)",-1
3,"(36, 20)",-1
3,"(36, 21)",-1
3,"(36, 22)",-1
3,"(36, 23)",-1
3,"(36, 24)",-1
3,"(36, 25)",-1
3,"(36, 27)",-1
3,"(36, 28)",-1
3,"(36, 29)",-1
3,"(36, 30)",-1
3,"(36, 31)",-1
3,"(36, 32)",-1
3,"(36, 33)",-1
3,"(36, 34)",-1
3,"(36, 36)",-1
3,"(36, 37)",-1
3,"(36, 39)",-1
3,"(36, 40)",-1
3,"(36, 42)",-1
3,"(36, 43)",-1
3,"(36, 44)",-1
3,"(36, 45)",-1
3,"(36, 46)",-1
3,"(36, 47)",-1
3,"(36, 49)",-1
3,"(36, 52)",-1
3,"(36, 53)",-1
3,"(36, 54)",-1
3,"(36, 55)",-1
3,"(36, 56)",-1
3,"(36, 57)",-1
3,"(36, 58)",-1
3,"(36, 59)",-1
3,"(36, 61)",-1
3,"(36, 62)",-1
3,"(36, 63)",-1
3,"(36, 65)",-1
3,"(36, 66)",-1
3,"(36, 67)",-1
3,"(36, 68)",-1
3,"(36, 69)",-1
3,"(36, 71)",-1
3,"(36, 72)",-1
3,"(36, 73)",-1
3,"(36, 75)",-1
3,"(36, 76)",-1
3,"(36, 78)",-1
3,"(36, 79)",-1
3,"(36, 80)",-1
3,"(36, 84)",-1
3,"(36, 85)",-1
3,"(36, 87)",-1
3,"(36, 89)",-1
3,"(36, 90)",-1
3,"(36, 91)",-1
3,"(36, 93)",-1
3,"(36, 94)",-1
3,"(36, 95)",-1
3,"(36, 96)",-1
3,"(36, 97)",-1
3,"(36, 98)",-1
3,"(36, 99)",-1
3,"(37, 0)",-1
3,"(37, 1)",-1
3,"(37, 2)",-1
3,"(37, 3)",-1
3,"(37, 5)",-1
3,"(37, 6)",-1
3,"(37, 8)",-1
3,"(37, 9)",-1
3,"(37, 10)",-1
3,"(37, 11)",-1
3,"(37, 12)",-1
3,"(37, 13)",-1
3,"(37, 14)",-1
3,"(37, 15)",-1
3,"(37, 16)",-1
3,"(37, 17)",-1
3,"(37, 18)",-1
3,"(37, 19)",-1
3,"(37, 20)",-1
3,"(37, 21)",-1
3,"(37, 22)",-1
3,"(37, 23)",-1
3,"(37, 25)",-1
3,"(37, 26)",-1
3,"(37, 29)",-1
3,"(37, 30)",-1
3,"(37, 31)",-1
3,"(37, 32)",-1
3,"(37, 33)",-1
3,"(37, 34)",-1
3,"(37, 35)",-1
3,"(37, 37)",-1
3,"(37, 38)",-1
3,"(37, 39)",-1
3,"(37, 41)",-1
3,"(37, 42)",-1
3,"(37, 43)",-1
3,"(37, 44)",-1
3,"(37, 45)",-1
3,"(37, 46)",-1
3,"(37, 47)",-1
3,"(37, 48)",-1
3,"(37, 49)",-1
3,"(37, 51)",-1
3,"(37, 52)",-1
3,"(37, 54)",-1
3,"(37, 55)",-1
3,"(37, 56)",-1
3,"(37, 57)",-1
3,"(37, 58)",-1
3,"(37, 60)",-1
3,"(37, 61)",-1
3,"(37, 63)",-1
3,"(37, 65)",-1
3,"(37, 66)",-1
3,"(37, 67)",-1
3,"(37, 68)",-1
3,"(37, 69)",-1
3,"(37, 70)",-1
3,"(37, 72)",-1
3,"(37, 73)",-1
3,"(37, 74)",-1
3,"(37, 75)",-1
3,"(37, 76)",-1
3,"(37, 77)",-1
3,"(37, 78)",-1
3,"(37, 79)",-1
3,"(37, 80)",-1
3,"(37, 81)",-1
3,"(37, 82)",-1
3,"(37, 84)",-1
3,"(37, 86)",-1
3,"(37, 87)",-1
3,"(37, 88)",-1
3,"(37, 89)",-1
3,"(37, 90)",-1
3,"(37, 92)",-1
3,"(37, 93)",-1
3,"(37, 94)",-1
3,"(37, 95)",-1
3,"(37, 97)",-1
3,"(37, 98)",-1
3,"(37, 99)",-1
3,"(38, 0)",-1
3,"(38, 1)",-1
3,"(38, 2)",-1
3,"(38, 4)",-1
3,"(38, 5)",-1
3,"(38, 6)",-1
3,"(38, 7)",-1
3,"(38, 8)",-1
3,"(38, 9)",-1
3,"(38, 11)",-1
3,"(38, 13)",-1
3,"(38, 14)",-1
3,"(38, 15)",-1
3,"(38, 17)",-1
3,"(38, 18)",-1
3,"(38, 20)",-1
3,"(38, 21)",-1
3,"(38, 22)",-1
3,"(38, 23)",-1
3,"(38, 24)",-1
3,"(38, 25)",-1
3,"(38, 26)",-1
3,"(38, 27)",-1
3,"(38, 28)",-1
3,"(38, 29)",-1
3,"(38, 30)",-1
3,"(38, 31)",-1
3,"(38, 35)",-1
3,"(38, 36)",-1
3,"(38, 38)",-1
3,"(38, 39)",-1
3,"(38, 40)",-1
3,"(38, 41)",-1
3,"(38, 42)",-1
3,"(38, 43)",-1
3,"(38, 44)",-1
3,"(38, 45)",-1
3,"(38, 47)",-1
3,"(38, 49)",-1
3,"(38, 50)",-1
3,"(38, 51)",-1
3,"(38, 52)",-1
3,"(38, 53)",-1
3,"(38, 54)",-1
3,"(38, 55)",-1
3,"(38, 56)",-1
3,"(38, 57)",-1
3,"(38, 58)",-1
3,"(38, 59)",-1
3,"(38, 60)",-1
3,"(38, 61)",-1
3,"(38, 62)",-1
3,"(38, 63)",-1
3,"(38, 65)",-1
3,"(38, 66)",-1
3,"(38, 67)",-1
3,"(38, 68)",-1
3,"(38, 70)",-1
3,"(38, 71)",-1
3,"(38, 73)",-1
3,"(38, 74)",-1
3,"(38, 78)",-1
3,"(38, 81)",-1
3,"(38, 82)",-1
3,"(38, 83)",-1
3,"(38, 85)",-1
3,"(38, 87)",-1
3,"(38, 90)",-1
3,"(38, 92)",-1
3,"(38, 93)",-1
3,"(38, 94)",-1
3,"(38, 95)",-1
3,"(38, 96)",-1
3,"(38, 97)",-1
3,"(38, 98)",-1
3,"(38, 99)",-1
3,"(39, 1)",-1
3,"(39, 2)",-1
3,"(39, 3)",-1
3,"(39, 4)",-1
3,"(39, 5)",-1
3,"(39, 6)",-1
3,"(39, 7)",-1
3,"(39, 8)",-1
3,"(39, 9)",-1
3,"(39, 10)",-1
3,"(39, 11)",-1
3,"(39, 12)",-1
3,"(39, 13)",-1
3,"(39, 14)",-1
3,"(39, 15)",-1
3,"(39, 16)",-1
3,"(39, 17)",-1
3,"(39, 18)",-1
3,"(39, 19)",-1
3,"(39, 20)",-1
3,"(39, 21)",-1
3,"(39, 22)",-1
3,"(39, 23)",-1
3,"(39, 24)",-1
3,"(39, 25)",-1
3,"(39, 26)",-1
3,"(39, 28)",-1
3,"(39, 30)",-1
3,"(39, 31)",-1
3,"(39, 33)",-1
3,"(39, 34)",-1
3,"(39, 35)",-1
3,"(39, 36)",-1
3,"(39, 37)",-1
3,"(39, 41)",-1
3,"(39, 43)",-1
3,"(39, 44)",-1
3,"(39, 45)",-1
3,"(39, 47)",-1
3,"(39, 48)",-1
3,"(39, 49)",-1
3,"(39, 50)",-1
3,"(39, 51)",-1
3,"(39, 53)",-1
3,"(39, 54)",-1
3,"(39, 55)",-1
3,"(39, 56)",-1
3,"(39, 57)",-1
3,"(39, 58)",-1
3,"(39, 59)",-1
3,"(39, 60)",-1
3,"(39, 63)",-1
3,"(39, 64)",-1
3,"(39, 66)",-1
3,"(39, 67)",-1
3,"(39, 68)",-1
3,"(39, 69)",-1
3,"(39, 70)",-1
3,"(39, 71)",-1
3,"(39, 72)",-1
3,"(39, 73)",-1
3,"(39, 74)",-1
3,"(39, 75)",-1
3,"(39, 76)",-1
3,"(39, 78)",-1
3,"(39, 79)",-1
3,"(39, 80)",-1
3,"(39, 82)",-1
3,"(39, 83)",-1
3,"(39, 85)",-1
3,"(39, 86)",-1
3,"(39, 88)",-1
3,"(39, 89)",-1
3,"(39, 91)",-1
3,"(39, 92)",-1
3,"(39, 93)",-1
3,"(39, 95)",-1
3,"(39, 96)",-1
3,"(39, 97)",-1
3,"(39, 98)",-1
3,"(39, 99)",-1
3,"(40, 0)",-1
3,"(40, 1)",-1
3,"(40, 3)",-1
3,"(40, 4)",-1
3,"(40, 5)",-1
3,"(40, 8)",-1
3,"(40, 10)",-1
3,"(40, 11)",-1
3,"(40, 12)",-1
3,"(40, 14)",-1
3,"(40, 15)",-1
3,"(40, 16)",-1
3,"(40, 17)",-1
3,"(40, 19)",-1
3,"(40, 20)",-1
3,"(40, 21)",-1
3,"(40, 22)",-1
3,"(40, 23)",-1
3,"(40, 24)",-1
3,"(40, 25)",-1
3,"(40, 26)",-1
3,"(40, 27)",-1
3,"(40, 28)",-1
3,"(40, 30)",-1
3,"(40, 31)",-1
3,"(40, 32)",-1
3,"(40, 34)",-1
3,"(40, 35)",-1
3,"(40, 36)",-1
3,"(40, 37)",-1
3,"(40, 38)",-1
3,"(40, 39)",-1
3,"(40, 40)",-1
3,"(40, 41)",-1
3,"(40, 42)",-1
3,"(40, 43)",-1
3,"(40, 45)",-1
3,"(40, 46)",-1
3,"(40, 49)",-1
3,"(40, 51)",-1
3,"(40, 54)",-1
3,"(40, 55)",-1
3,"(40, 57)",-1
3,"(40, 59)",-1
3,"(40, 60)",-1
3,"(40, 62)",-1
3,"(40, 63)",-1
3,"(40, 64)",-1
3,"(40, 65)",-1
3,"(40, 66)",-1
3,"(40, 67)",-1
