Step,AgentID,Steps to fire up
3,"(13, 44)",-1
3,"(13, 45)",-1
3,"(13, 46)",-1
3,"(13, 47)",-1
3,"(13, 48)",-1
3,"(13, 49)",-1
3,"(13, 50)",-1
3,"(13, 52)",-1
3,"(13, 53)",-1
3,"(13, 54)",-1
3,"(13, 55)",-1
3,"(13, 56)",-1
3,"(13, 57)",-1
3,"(13, 58)",-1
3,"(13, 59)",-1
3,"(13, 60)",-1
3,"(13, 63)",-1
3,"(13, 64)",-1
3,"(13, 65)",-1
3,"(13, 67)",-1
3,"(13, 69)",-1
3,"(13, 70)",-1
3,"(13, 71)",-1
3,"(13, 75)",-1
3,"(13, 76)",-1
3,"(13, 77)",-1
3,"(13, 78)",-1
3,"(13, 79)",-1
3,"(13, 81)",-1
3,"(13, 83)",-1
3,"(13, 85)",-1
3,"(13, 88)",-1
3,"(13, 89)",-1
3,"(13, 91)",-1
3,"(13, 92)",-1
3,"(13, 93)",-1
3,"(13, 94)",-1
3,"(13, 96)",-1
3,"(13, 97)",-1
3,"(13, 98)",-1
3,"(14, 0)",-1
3,"(14, 1)",-1
3,"(14, 2)",-1
3,"(14, 3)",-1
3,"(14, 4)",-1
3,"(14, 6)",-1
3,"(14, 7)",-1
3,"(14, 8)",-1
3,"(14, 9)",-1
3,"(14, 10)",-1
3,"(14, 11)",-1
3,"(14, 13)",-1
3,"(14, 14)",-1
3,"(14, 15)",-1
3,"(14, 16)",-1
3,"(14, 17)",-1
3,"(14, 18)",-1
3,"(14, 19)",-1
3,"(14, 20)",-1
3,"(14, 21)",-1
3,"(14, 22)",-1
3,"(14, 23)",-1
3,"(14, 24)",-1
3,"(14, 25)",-1
3,"(14, 26)",-1
3,"(14, 27)",-1
3,"(14, 28)",-1
3,"(14, 30)",-1
3,"(14, 31)",-1
3,"(14, 32)",-1
3,"(14, 33)",-1
3,"(14, 34)",-1
3,"(14, 35)",-1
3,"(14, 36)",-1
3,"(14, 37)",-1
3,"(14, 38)",-1
3,"(14, 39)",-1
3,"(14, 40)",-1
3,"(14, 41)",-1
3,"(14, 43)",-1
3,"(14, 45)",-1
3,"(14, 46)",-1
3,"(14, 47)",-1
3,"(14, 48)",-1
3,"(14, 49)",-1
3,"(14, 50)",-1
3,"(14, 51)",-1
3,"(14, 52)",-1
3,"(14, 53)",-1
3,"(14, 54)",-1
3,"(14, 55)",-1
3,"(14, 56)",-1
3,"(14, 57)",-1
3,"(14, 59)",-1
3,"(14, 60)",-1
3,"(14, 61)",-1
3,"(14, 62)",-1
3,"(14, 64)",-1
3,"(14, 65)",-1
3,"(14, 66)",-1
3,"(14, 67)",-1
3,"(14, 68)",-1
3,"(14, 69)",-1
3,"(14, 71)",-1
3,"(14, 72)",-1
3,"(14, 74)",-1
3,"(14, 77)",-1
3,"(14, 78)",-1
3,"(14, 79)",-1
3,"(14, 80)",-1
3,"(14, 81)",-1
3,"(14, 82)",-1
3,"(14, 83)",-1
3,"(14, 84)",-1
3,"(14, 85)",-1
3,"(14, 86)",-1
3,"(14, 87)",-1
3,"(14, 91)",-1
3,"(14, 92)",-1
3,"(14, 93)",-1
3,"(14, 94)",-1
3,"(14, 95)",-1
3,"(14, 96)",-1
3,"(14, 97)",-1
3,"(14, 98)",-1
3,"(14, 99)",-1
3,"(15, 0)",-1
3,"(15, 1)",-1
3,"(15, 3)",-1
3,"(15, 4)",-1
3,"(15, 6)",-1
3,"(15, 7)",-1
3,"(15, 8)",-1
3,"(15, 11)",-1
3,"(15, 12)",-1
3,"(15, 13)",-1
3,"(15, 14)",-1
3,"(15, 15)",-1
3,"(15, 16)",-1
3,"(15, 18)",-1
3,"(15, 19)",-1
3,"(15, 20)",-1
3,"(15, 21)",-1
3,"(15, 22)",-1
3,"(15, 23)",-1
3,"(15, 24)",-1
3,"(15, 25)",-1
3,"(15, 26)",-1
3,"(15, 28)",-1
3,"(15, 29)",-1
3,"(15, 30)",-1
3,"(15, 31)",-1
3,"(15, 32)",-1
3,"(15, 33)",-1
3,"(15, 34)",-1
3,"(15, 35)",-1
3,"(15, 36)",-1
3,"(15, 37)",-1
3,"(15, 39)",-1
3,"(15, 40)",-1
3,"(15, 41)",-1
3,"(15, 42)",-1
3,"(15, 45)",-1
3,"(15, 46)",-1
3,"(15, 47)",-1
3,"(15, 51)",-1
3,"(15, 52)",-1
3,"(15, 53)",-1
3,"(15, 54)",-1
3,"(15, 55)",-1
3,"(15, 56)",-1
3,"(15, 57)",-1
3,"(15, 58)",-1
3,"(15, 59)",-1
3,"(15, 60)",-1
3,"(15, 63)",-1
3,"(15, 64)",-1
3,"(15, 65)",-1
3,"(15, 66)",-1
3,"(15, 67)",-1
3,"(15, 68)",-1
3,"(15, 69)",-1
3,"(15, 71)",-1
3,"(15, 75)",-1
3,"(15, 76)",-1
3,"(15, 77)",-1
3,"(15, 78)",-1
3,"(15, 79)",-1
3,"(15, 80)",-1
3,"(15, 81)",-1
3,"(15, 82)",-1
3,"(15, 83)",-1
3,"(15, 84)",-1
3,"(15, 86)",-1
3,"(15, 87)",-1
3,"(15, 89)",-1
3,"(15, 90)",-1
3,"(15, 91)",-1
3,"(15, 92)",-1
3,"(15, 93)",-1
3,"(15, 94)",-1
3,"(15, 95)",-1
3,"(15, 96)",-1
3,"(15, 97)",-1
3,"(15, 98)",-1
3,"(16, 2)",-1
3,"(16, 4)",-1
3,"(16, 6)",-1
3,"(16, 7)",-1
3,"(16, 8)",-1
3,"(16, 9)",-1
3,"(16, 10)",-1
3,"(16, 11)",-1
3,"(16, 12)",-1
3,"(16, 13)",-1
3,"(16, 14)",-1
3,"(16, 16)",-1
3,"(16, 17)",-1
3,"(16, 19)",-1
3,"(16, 21)",-1
3,"(16, 22)",-1
3,"(16, 23)",-1
3,"(16, 26)",-1
3,"(16, 27)",-1
3,"(16, 28)",-1
3,"(16, 29)",-1
3,"(16, 30)",-1
3,"(16, 31)",-1
3,"(16, 32)",-1
3,"(16, 33)",-1
3,"(16, 34)",-1
3,"(16, 35)",-1
3,"(16, 36)",-1
3,"(16, 37)",-1
3,"(16, 38)",-1
3,"(16, 39)",-1
3,"(16, 40)",-1
3,"(16, 41)",-1
3,"(16, 42)",-1
3,"(16, 44)",-1
3,"(16, 45)",-1
3,"(16, 47)",-1
3,"(16, 49)",-1
3,"(16, 50)",-1
3,"(16, 51)",-1
3,"(16, 52)",-1
3,"(16, 54)",-1
3,"(16, 55)",-1
3,"(16, 57)",-1
3,"(16, 62)",-1
3,"(16, 63)",-1
3,"(16, 64)",-1
3,"(16, 65)",-1
3,"(16, 66)",-1
3,"(16, 67)",-1
3,"(16, 68)",-1
3,"(16, 69)",-1
3,"(16, 70)",-1
3,"(16, 71)",-1
3,"(16, 72)",-1
3,"(16, 73)",-1
3,"(16, 74)",-1
3,"(16, 75)",-1
3,"(16, 76)",-1
3,"(16, 77)",-1
3,"(16, 78)",-1
3,"(16, 79)",-1
3,"(16, 80)",-1
3,"(16, 81)",-1
3,"(16, 82)",-1
3,"(16, 83)",-1
3,"(16, 86)",-1
3,"(16, 87)",-1
3,"(16, 88)",-1
3,"(16, 89)",-1
3,"(16, 90)",-1
3,"(16, 94)",-1
3,"(16, 95)",-1
3,"(16, 97)",-1
3,"(16, 98)",-1
3,"(17, 0)",-1
3,"(17, 1)",-1
3,"(17, 2)",-1
3,"(17, 3)",-1
3,"(17, 4)",-1
3,"(17, 5)",-1
3,"(17, 6)",-1
3,"(17, 7)",-1
3,"(17, 8)",-1
3,"(17, 9)",-1
3,"(17, 10)",-1
3,"(17, 12)",-1
3,"(17, 13)",-1
3,"(17, 15)",-1
3,"(17, 16)",-1
3,"(17, 17)",-1
3,"(17, 19)",-1
3,"(17, 20)",-1
3,"(17, 21)",-1
3,"(17, 22)",-1
3,"(17, 23)",-1
3,"(17, 24)",-1
3,"(17, 26)",-1
3,"(17, 27)",-1
3,"(17, 30)",-1
3,"(17, 31)",-1
3,"(17, 32)",-1
3,"(17, 33)",-1
3,"(17, 35)",-1
3,"(17, 37)",-1
3,"(17, 38)",-1
3,"(17, 39)",-1
3,"(17, 40)",-1
3,"(17, 41)",-1
3,"(17, 42)",-1
3,"(17, 43)",-1
3,"(17, 45)",-1
3,"(17, 46)",-1
3,"(17, 47)",-1
3,"(17, 49)",-1
3,"(17, 50)",-1
3,"(17, 51)",-1
3,"(17, 52)",-1
3,"(17, 53)",-1
3,"(17, 54)",-1
3,"(17, 56)",-1
3,"(17, 57)",-1
3,"(17, 59)",-1
3,"(17, 60)",-1
3,"(17, 61)",-1
3,"(17, 62)",-1
3,"(17, 63)",-1
3,"(17, 64)",-1
3,"(17, 65)",-1
3,"(17, 66)",-1
3,"(17, 67)",-1
3,"(17, 68)",-1
3,"(17, 69)",-1
3,"(17, 70)",-1
3,"(17, 71)",-1
3,"(17, 72)",-1
3,"(17, 73)",-1
3,"(17, 76)",-1
3,"(17, 77)",-1
3,"(17, 78)",-1
3,"(17, 79)",-1
3,"(17, 80)",-1
3,"(17, 81)",-1
3,"(17, 82)",-1
3,"(17, 84)",-1
3,"(17, 85)",-1
3,"(17, 86)",-1
3,"(17, 88)",-1
3,"(17, 89)",-1
3,"(17, 90)",-1
3,"(17, 93)",-1
3,"(17, 94)",-1
3,"(17, 95)",-1
3,"(17, 96)",-1
3,"(17, 97)",-1
3,"(17, 98)",-1
3,"(17, 99)",-1
3,"(18, 0)",-1
3,"(18, 1)",-1
3,"(18, 2)",-1
3,"(18, 3)",-1
3,"(18, 4)",-1
3,"(18, 5)",-1
3,"(18, 6)",-1
3,"(18, 7)",-1
3,"(18, 9)",-1
3,"(18, 11)",-1
3,"(18, 12)",-1
3,"(18, 13)",-1
3,"(18, 14)",-1
3,"(18, 15)",-1
3,"(18, 17)",-1
3,"(18, 18)",-1
3,"(18, 20)",-1
3,"(18, 21)",-1
3,"(18, 22)",-1
3,"(18, 23)",-1
3,"(18, 24)",-1
3,"(18, 28)",-1
3,"(18, 29)",-1
3,"(18, 30)",-1
3,"(18, 31)",-1
3,"(18, 32)",-1
3,"(18, 33)",-1
3,"(18, 35)",-1
3,"(18, 36)",-1
3,"(18, 38)",-1
3,"(18, 39)",-1
3,"(18, 41)",-1
3,"(18, 42)",-1
3,"(18, 43)",-1
3,"(18, 44)",-1
3,"(18, 45)",-1
3,"(18, 46)",-1
3,"(18, 47)",-1
3,"(18, 50)",-1
3,"(18, 51)",-1
3,"(18, 52)",-1
3,"(18, 53)",-1
3,"(18, 55)",-1
3,"(18, 56)",-1
3,"(18, 57)",-1
3,"(18, 58)",-1
3,"(18, 59)",-1
3,"(18, 60)",-1
3,"(18, 62)",-1
3,"(18, 63)",-1
3,"(18, 65)",-1
3,"(18, 66)",-1
3,"(18, 67)",-1
3,"(18, 68)",-1
3,"(18, 69)",-1
3,"(18, 70)",-1
3,"(18, 72)",-1
3,"(18, 73)",-1
3,"(18, 74)",-1
3,"(18, 75)",-1
3,"(18, 78)",-1
3,"(18, 79)",-1
3,"(18, 80)",-1
3,"(18, 81)",-1
3,"(18, 82)",-1
3,"(18, 83)",-1
3,"(18, 85)",-1
3,"(18, 86)",-1
3,"(18, 87)",-1
3,"(18, 88)",-1
3,"(18, 89)",-1
3,"(18, 90)",-1
3,"(18, 93)",-1
3,"(18, 95)",-1
3,"(18, 97)",-1
3,"(18, 98)",-1
3,"(19, 0)",-1
3,"(19, 1)",-1
3,"(19, 2)",-1
3,"(19, 4)",-1
3,"(19, 6)",-1
3,"(19, 7)",-1
3,"(19, 8)",-1
3,"(19, 10)",-1
3,"(19, 11)",-1
3,"(19, 12)",-1
3,"(19, 13)",-1
3,"(19, 15)",-1
3,"(19, 16)",-1
3,"(19, 17)",-1
3,"(19, 18)",-1
3,"(19, 19)",-1
3,"(19, 20)",-1
3,"(19, 21)",-1
3,"(19, 22)",-1
3,"(19, 23)",-1
3,"(19, 27)",-1
3,"(19, 28)",-1
3,"(19, 29)",-1
3,"(19, 30)",-1
3,"(19, 31)",-1
3,"(19, 33)",-1
3,"(19, 34)",-1
3,"(19, 35)",-1
3,"(19, 37)",-1
3,"(19, 38)",-1
3,"(19, 39)",-1
3,"(19, 40)",-1
3,"(19, 41)",-1
3,"(19, 42)",-1
3,"(19, 44)",-1
3,"(19, 45)",-1
3,"(19, 47)",-1
3,"(19, 49)",-1
3,"(19, 50)",-1
3,"(19, 51)",-1
3,"(19, 52)",-1
3,"(19, 53)",-1
3,"(19, 54)",-1
3,"(19, 55)",-1
3,"(19, 56)",-1
3,"(19, 59)",-1
3,"(19, 60)",-1
3,"(19, 61)",-1
3,"(19, 62)",-1
3,"(19, 63)",-1
3,"(19, 64)",-1
3,"(19, 66)",-1
3,"(19, 67)",-1
3,"(19, 68)",-1
3,"(19, 69)",-1
3,"(19, 70)",-1
3,"(19, 71)",-1
3,"(19, 72)",-1
3,"(19, 73)",-1
3,"(19, 74)",-1
3,"(19, 75)",-1
3,"(19, 76)",-1
3,"(19, 77)",-1
3,"(19, 78)",-1
3,"(19, 79)",-1
3,"(19, 80)",-1
3,"(19, 81)",-1
3,"(19, 82)",-1
3,"(19, 83)",-1
3,"(19, 84)",-1
3,"(19, 85)",-1
3,"(19, 86)",-1
3,"(19, 87)",-1
3,"(19, 88)",-1
3,"(19, 90)",-1
3,"(19, 92)",-1
3,"(19, 93)",-1
3,"(19, 94)",-1
3,"(19, 96)",-1
3,"(19, 97)",-1
3,"(19, 98)",-1
3,"(19, 99)",-1
3,"(20, 0)",-1
3,"(20, 1)",-1
3,"(20, 2)",-1
3,"(20, 3)",-1
3,"(20, 4)",-1
3,"(20, 5)",-1
3,"(20, 6)",-1
3,"(20, 7)",-1
3,"(20, 8)",-1
3,"(20, 9)",-1
3,"(20, 10)",-1
3,"(20, 12)",-1
3,"(20, 13)",-1
3,"(20, 15)",-1
3,"(20, 16)",-1
3,"(20, 17)",-1
3,"(20, 18)",-1
3,"(20, 19)",-1
3,"(20, 20)",-1
3,"(20, 21)",-1
3,"(20, 25)",-1
3,"(20, 26)",-1
3,"(20, 28)",-1
3,"(20, 29)",-1
3,"(20, 30)",-1
3,"(20, 32)",-1
3,"(20, 33)",-1
3,"(20, 35)",-1
3,"(20, 36)",-1
3,"(20, 37)",-1
3,"(20, 38)",-1
3,"(20, 39)",-1
3,"(20, 40)",-1
3,"(20, 43)",-1
3,"(20, 44)",-1
3,"(20, 45)",-1
3,"(20, 46)",-1
3,"(20, 47)",-1
3,"(20, 48)",-1
3,"(20, 49)",-1
3,"(20, 50)",-1
3,"(20, 52)",-1
3,"(20, 54)",-1
3,"(20, 55)",-1
3,"(20, 57)",-1
3,"(20, 59)",-1
3,"(20, 60)",-1
3,"(20, 61)",-1
3,"(20, 62)",-1
3,"(20, 63)",-1
3,"(20, 64)",-1
3,"(20, 65)",-1
3,"(20, 66)",-1
3,"(20, 67)",-1
3,"(20, 68)",-1
3,"(20, 71)",-1
3,"(20, 73)",-1
3,"(20, 74)",-1
3,"(20, 75)",-1
3,"(20, 77)",-1
3,"(20, 78)",-1
3,"(20, 79)",-1
3,"(20, 80)",-1
3,"(20, 81)",-1
3,"(20, 83)",-1
3,"(20, 85)",-1
3,"(20, 86)",-1
3,"(20, 88)",-1
3,"(20, 91)",-1
3,"(20, 92)",-1
3,"(20, 93)",-1
3,"(20, 94)",-1
3,"(20, 95)",-1
3,"(20, 96)",-1
3,"(20, 97)",-1
3,"(20, 98)",-1
3,"(20, 99)",-1
3,"(21, 0)",-1
3,"(21, 2)",-1
3,"(21, 3)",-1
3,"(21, 4)",-1
3,"(21, 6)",-1
3,"(21, 7)",-1
3,"(21, 8)",-1
3,"(21, 9)",-1
3,"(21, 12)",-1
3,"(21, 13)",-1
3,"(21, 14)",-1
3,"(21, 15)",-1
3,"(21, 16)",-1
3,"(21, 17)",-1
3,"(21, 18)",-1
3,"(21, 19)",-1
3,"(21, 20)",-1
3,"(21, 21)",-1
3,"(21, 22)",-1
3,"(21, 24)",-1
3,"(21, 26)",-1
3,"(21, 27)",-1
3,"(21, 30)",-1
3,"(21, 31)",-1
3,"(21, 32)",-1
3,"(21, 34)",-1
3,"(21, 36)",-1
3,"(21, 37)",-1
3,"(21, 38)",-1
3,"(21, 39)",-1
3,"(21, 40)",-1
3,"(21, 42)",-1
3,"(21, 43)",-1
3,"(21, 44)",-1
3,"(21, 45)",-1
3,"(21, 46)",-1
3,"(21, 47)",-1
3,"(21, 48)",-1
3,"(21, 49)",-1
3,"(21, 51)",-1
3,"(21, 52)",-1
3,"(21, 53)",-1
3,"(21, 54)",-1
3,"(21, 55)",-1
3,"(21, 57)",-1
3,"(21, 58)",-1
3,"(21, 60)",-1
3,"(21, 61)",-1
3,"(21, 62)",-1
3,"(21, 63)",-1
3,"(21, 64)",-1
3,"(21, 65)",-1
3,"(21, 67)",-1
3,"(21, 68)",-1
3,"(21, 70)",-1
3,"(21, 71)",-1
3,"(21, 72)",-1
3,"(21, 73)",-1
3,"(21, 74)",-1
3,"(21, 75)",-1
3,"(21, 76)",-1
3,"(21, 77)",-1
3,"(21, 79)",-1
3,"(21, 80)",-1
3,"(21, 81)",-1
3,"(21, 83)",-1
3,"(21, 84)",-1
3,"(21, 86)",-1
3,"(21, 87)",-1
3,"(21, 88)",-1
3,"(21, 89)",-1
3,"(21, 90)",-1
3,"(21, 91)",-1
3,"(21, 93)",-1
3,"(21, 95)",-1
3,"(21, 96)",-1
3,"(21, 97)",-1
3,"(21, 98)",-1
3,"(21, 99)",-1
3,"(22, 0)",-1
3,"(22, 1)",-1
3,"(22, 2)",-1
3,"(22, 5)",-1
3,"(22, 6)",-1
3,"(22, 7)",-1
3,"(22, 8)",-1
3,"(22, 9)",-1
3,"(22, 10)",-1
3,"(22, 11)",-1
3,"(22, 12)",-1
3,"(22, 13)",-1
3,"(22, 14)",-1
3,"(22, 15)",-1
3,"(22, 16)",-1
3,"(22, 18)",-1
3,"(22, 19)",-1
3,"(22, 20)",-1
3,"(22, 21)",-1
3,"(22, 22)",-1
3,"(22, 23)",-1
3,"(22, 24)",-1
3,"(22, 26)",-1
3,"(22, 28)",-1
3,"(22, 29)",-1
3,"(22, 31)",-1
3,"(22, 34)",-1
3,"(22, 35)",-1
3,"(22, 36)",-1
3,"(22, 37)",-1
3,"(22, 39)",-1
3,"(22, 40)",-1
3,"(22, 43)",-1
3,"(22, 44)",-1
3,"(22, 46)",-1
3,"(22, 47)",-1
3,"(22, 49)",-1
3,"(22, 51)",-1
3,"(22, 52)",-1
3,"(22, 55)",-1
3,"(22, 56)",-1
3,"(22, 57)",-1
3,"(22, 58)",-1
3,"(22, 59)",-1
3,"(22, 61)",-1
3,"(22, 62)",-1
3,"(22, 64)",-1
3,"(22, 65)",-1
3,"(22, 66)",-1
3,"(22, 68)",-1
3,"(22, 70)",-1
3,"(22, 71)",-1
3,"(22, 72)",-1
3,"(22, 73)",-1
3,"(22, 74)",-1
3,"(22, 75)",-1
3,"(22, 76)",-1
3,"(22, 78)",-1
3,"(22, 79)",-1
3,"(22, 80)",-1
3,"(22, 81)",-1
3,"(22, 83)",-1
3,"(22, 84)",-1
3,"(22, 85)",-1
3,"(22, 86)",-1
3,"(22, 87)",-1
3,"(22, 88)",-1
3,"(22, 89)",-1
3,"(22, 90)",-1
3,"(22, 91)",-1
3,"(22, 92)",-1
3,"(22, 93)",-1
3,"(22, 95)",-1
3,"(22, 96)",-1
3,"(23, 0)",-1
3,"(23, 1)",-1
3,"(23, 2)",-1
3,"(23, 3)",-1
3,"(23, 4)",-1
3,"(23, 7)",-1
3,"(23, 8)",-1
3,"(23, 9)",-1
3,"(23, 13)",-1
3,"(23, 14)",-1
3,"(23, 15)",-1
3,"(23, 16)",-1
3,"(23, 17)",-1
3,"(23, 18)",-1
3,"(23, 19)",-1
3,"(23, 20)",-1
3,"(23, 21)",-1
3,"(23, 22)",-1
3,"(23, 23)",-1
3,"(23, 24)",-1
3,"(23, 25)",-1
3,"(23, 26)",-1
3,"(23, 28)",-1
3,"(23, 29)",-1
3,"(23, 30)",-1
3,"(23, 31)",-1
3,"(23, 32)",-1
3,"(23, 33)",-1
3,"(23, 35)",-1
3,"(23, 36)",-1
3,"(23, 37)",-1
3,"(23, 38)",-1
3,"(23, 39)",-1
3,"(23, 40)",-1
3,"(23, 41)",-1
3,"(23, 42)",-1
3,"(23, 43)",-1
3,"(23, 44)",-1
3,"(23, 46)",-1
3,"(23, 47)",-1
3,"(23, 48)",-1
3,"(23, 50)",-1
3,"(23, 51)",-1
3,"(23, 52)",-1
3,"(23, 53)",-1
3,"(23, 54)",-1
3,"(23, 56)",-1
3,"(23, 57)",-1
3,"(23, 59)",-1
3,"(23, 60)",-1
3,"(23, 61)",-1
3,"(23, 62)",-1
3,"(23, 66)",-1
3,"(23, 67)",-1
3,"(23, 68)",-1
3,"(23, 70)",-1
3,"(23, 71)",-1
3,"(23, 72)",-1
3,"(23, 73)",-1
3,"(23, 74)",-1
3,"(23, 75)",-1
3,"(23, 76)",-1
3,"(23, 77)",-1
3,"(23, 78)",-1
3,"(23, 79)",-1
3,"(23, 81)",-1
3,"(23, 82)",-1
3,"(23, 84)",-1
3,"(23, 85)",-1
3,"(23, 86)",-1
3,"(23, 87)",-1
3,"(23, 88)",-1
3,"(23, 89)",-1
3,"(23, 90)",-1
3,"(23, 91)",-1
3,"(23, 92)",-1
3,"(23, 93)",-1
3,"(23, 96)",-1
3,"(23, 97)",-1
3,"(23, 98)",-1
3,"(23, 99)",-1
3,"(24, 0)",-1
3,"(24, 1)",-1
3,"(24, 3)",-1
3,"(24, 5)",-1
3,"(24, 6)",-1
3,"(24, 7)",-1
3,"(24, 9)",-1
3,"(24, 10)",-1
3,"(24, 11)",-1
3,"(24, 12)",-1
3,"(24, 13)",-1
3,"(24, 15)",-1
3,"(24, 17)",-1
3,"(24, 18)",-1
3,"(24, 19)",-1
3,"(24, 20)",-1
3,"(24, 21)",-1
3,"(24, 23)",-1
3,"(24, 25)",-1
3,"(24, 26)",-1
3,"(24, 27)",-1
3,"(24, 28)",-1
3,"(24, 30)",-1
3,"(24, 31)",-1
3,"(24, 33)",-1
3,"(24, 34)",-1
3,"(24, 35)",-1
3,"(24, 36)",-1
3,"(24, 37)",-1
3,"(24, 39)",-1
3,"(24, 40)",-1
3,"(24, 42)",-1
3,"(24, 43)",-1
3,"(24, 44)",-1
3,"(24, 45)",-1
3,"(24, 48)",-1
3,"(24, 49)",-1
3,"(24, 52)",-1
3,"(24, 54)",-1
3,"(24, 56)",-1
3,"(24, 57)",-1
3,"(24, 58)",-1
3,"(24, 59)",-1
3,"(24, 61)",-1
3,"(24, 62)",-1
3,"(24, 64)",-1
3,"(24, 65)",-1
3,"(24, 66)",-1
3,"(24, 67)",-1
3,"(24, 68)",-1
3,"(24, 70)",-1
3,"(24, 71)",-1
3,"(24, 72)",-1
3,"(24, 73)",-1
3,"(24, 74)",-1
3,"(24, 75)",-1
3,"(24, 76)",-1
3,"(24, 77)",-1
3,"(24, 78)",-1
3,"(24, 80)",-1
3,"(24, 82)",-1
3,"(24, 83)",-1
3,"(24, 84)",-1
3,"(24, 85)",-1
3,"(24, 87)",-1
3,"(24, 88)",-1
3,"(24, 89)",-1
3,"(24, 90)",-1
3,"(24, 91)",-1
3,"(24, 93)",-1
3,"(24, 94)",-1
3,"(24, 95)",-1
3,"(24, 96)",-1
3,"(24, 97)",-1
3,"(24, 98)",-1
3,"(24, 99)",-1
3,"(25, 0)",-1
3,"(25, 3)",-1
3,"(25, 4)",-1
3,"(25, 5)",-1
3,"(25, 6)",-1
3,"(25, 11)",-1
3,"(25, 13)",-1
3,"(25, 14)",-1
3,"(25, 15)",-1
3,"(25, 16)",-1
3,"(25, 17)",-1
3,"(25, 18)",-1
3,"(25, 19)",-1
3,"(25, 20)",-1
3,"(25, 21)",-1
3,"(25, 22)",-1
3,"(25, 24)",-1
3,"(25, 27)",-1
3,"(25, 28)",-1
3,"(25, 29)",-1
3,"(25, 30)",-1
3,"(25, 31)",-1
3,"(25, 32)",-1
3,"(25, 33)",-1
3,"(25, 34)",-1
3,"(25, 36)",-1
3,"(25, 38)",-1
3,"(25, 39)",-1
3,"(25, 42)",-1
3,"(25, 43)",-1
3,"(25, 45)",-1
3,"(25, 46)",-1
3,"(25, 47)",-1
3,"(25, 48)",-1
3,"(25, 49)",-1
3,"(25, 50)",-1
3,"(25, 51)",-1
3,"(25, 52)",-1
3,"(25, 53)",-1
3,"(25, 54)",-1
3,"(25, 58)",-1
3,"(25, 59)",-1
3,"(25, 61)",-1
3,"(25, 62)",-1
3,"(25, 63)",-1
3,"(25, 64)",-1
3,"(25, 65)",-1
3,"(25, 66)",-1
3,"(25, 69)",-1
3,"(25, 70)",-1
3,"(25, 71)",-1
3,"(25, 72)",-1
3,"(25, 73)",-1
3,"(25, 74)",-1
3,"(25, 75)",-1
3,"(25, 77)",-1
3,"(25, 79)",-1
3,"(25, 80)",-1
3,"(25, 81)",-1
3,"(25, 82)",-1
3,"(25, 83)",-1
3,"(25, 84)",-1
3,"(25, 85)",-1
3,"(25, 86)",-1
3,"(25, 87)",-1
3,"(25, 88)",-1
3,"(25, 90)",-1
3,"(25, 91)",-1
3,"(25, 92)",-1
3,"(25, 93)",-1
3,"(25, 94)",-1
3,"(25, 95)",-1
3,"(25, 96)",-1
3,"(25, 97)",-1
3,"(25, 98)",-1
3,"(26, 0)",-1
3,"(26, 1)",-1
3,"(26, 2)",-1
3,"(26, 3)",-1
3,"(26, 4)",-1
3,"(26, 5)",-1
3,"(26, 6)",-1
3,"(26, 7)",-1
3,"(26, 8)",-1
3,"(26, 10)",-1
3,"(26, 11)",-1
3,"(26, 12)",-1
3,"(26, 13)",-1
3,"(26, 14)",-1
3,"(26, 15)",-1
3,"(26, 16)",-1
3,"(26, 17)",-1
3,"(26, 18)",-1
3,"(26, 19)",-1
3,"(26, 20)",-1
3,"(26, 21)",-1
3,"(26, 22)",-1
3,"(26, 23)",-1
3,"(26, 24)",-1
3,"(26, 25)",-1
3,"(26, 27)",-1
3,"(26, 28)",-1
3,"(26, 29)",-1
3,"(26, 30)",-1
3,"(26, 31)",-1
3,"(26, 33)",-1
3,"(26, 34)",-1
3,"(26, 35)",-1
3,"(26, 36)",-1
3,"(26, 39)",-1
3,"(26, 40)",-1
3,"(26, 41)",-1
3,"(26, 42)",-1
3,"(26, 43)",-1
3,"(26, 45)",-1
3,"(26, 46)",-1
3,"(26, 47)",-1
3,"(26, 49)",-1
3,"(26, 50)",-1
3,"(26, 51)",-1
3,"(26, 52)",-1
3,"(26, 53)",-1
3,"(26, 54)",-1
3,"(26, 55)",-1
3,"(26, 56)",-1
3,"(26, 57)",-1
3,"(26, 58)",-1
3,"(26, 60)",-1
3,"(26, 62)",-1
3,"(26, 63)",-1
3,"(26, 64)",-1
3,"(26, 65)",-1
3,"(26, 67)",-1
3,"(26, 68)",-1
3,"(26, 69)",-1
3,"(26, 70)",-1
3,"(26, 71)",-1
3,"(26, 73)",-1
3,"(26, 74)",-1
3,"(26, 75)",-1
3,"(26, 77)",-1
3,"(26, 79)",-1
3,"(26, 82)",-1
3,"(26, 83)",-1
3,"(26, 84)",-1
3,"(26, 85)",-1
3,"(26, 86)",-1
3,"(26, 88)",-1
3,"(26, 89)",-1
3,"(26, 91)",-1
3,"(26, 93)",-1
3,"(26, 94)",-1
3,"(26, 96)",-1
3,"(26, 97)",-1
3,"(26, 98)",-1
3,"(27, 0)",-1
3,"(27, 1)",-1
3,"(27, 2)",-1
3,"(27, 3)",-1
3,"(27, 4)",-1
3,"(27, 6)",-1
3,"(27, 7)",-1
3,"(27, 8)",-1
3,"(27, 9)",-1
3,"(27, 10)",-1
3,"(27, 11)",-1
3,"(27, 12)",-1
3,"(27, 13)",-1
