,Width,Height,Density,Humidity ,Fine,On Fire,Burned Out,# Fine Clusteres,Av. Fine Clusteres Size,# Burned Out Clusteres,Av. Burned Out Clusteres Size
0,100,100,0.55,0.32,5520,57,0,23,240.0,0,0
1,100,100,0.55,0.32,5426,44,107,29,187.1,20,5.3
2,100,100,0.55,0.32,5350,42,185,30,178.3,11,16.8
3,100,100,0.55,0.32,5252,54,271,35,150.1,9,30.1
4,100,100,0.55,0.32,5176,43,358,32,161.8,6,59.7
5,100,100,0.55,0.32,5114,36,427,33,155.0,5,85.4
6,100,100,0.55,0.32,5037,42,498,33,152.6,5,99.6
7,100,100,0.55,0.32,4934,55,588,39,126.5,5,117.6
8,100,100,0.55,0.32,4851,46,680,38,127.7,4,170.0
9,100,100,0.55,0.32,4774,48,755,41,116.4,3,251.7
10,100,100,0.55,0.32,4655,60,862,45,103.4,2,431.0
11,100,100,0.55,0.32,4546,60,971,52,87.4,2,485.5
12,100,100,0.55,0.32,4458,57,1062,54,82.6,1,1062.0
13,100,100,0.55,0.32,4341,60,1176,55,78.9,1,1176.0
14,100,100,0.55,0.32,4231,67,1279,62,68.2,1,1279.0
15,100,100,0.55,0.32,4071,78,1428,62,65.7,1,1428.0
16,100,100,0.55,0.32,3964,59,1554,63,62.9,1,1554.0
17,100,100,0.55,0.32,3879,52,1646,67,57.9,1,1646.0
18,100,100,0.55,0.32,3775,57,1745,68,55.5,1,1745.0
19,100,100,0.55,0.32,3691,45,1841,70,52.7,1,1841.0
20,100,100,0.55,0.32,3628,31,1918,69,52.6,1,1918.0
21,100,100,0.55,0.32,3552,45,1980,76,46.7,1,1980.0
22,100,100,0.55,0.32,3490,34,2053,69,50.6,1,2053.0
23,100,100,0.55,0.32,3438,32,2107,74,46.5,1,2107.0
24,100,100,0.55,0.32,3394,28,2155,73,46.5,1,2155.0
25,100,100,0.55,0.32,3334,29,2214,79,42.2,1,2214.0
26,100,100,0.55,0.32,3289,25,2263,78,42.2,1,2263.0
27,100,100,0.55,0.32,3223,39,2315,81,39.8,1,2315.0
28,100,100,0.55,0.32,3176,25,2376,83,38.3,1,2376.0
29,100,100,0.55,0.32,3107,36,2434,84,37.0,1,2434.0
30,100,100,0.55,0.32,3033,38,2506,82,37.0,1,2506.0
31,100,100,0.55,0.32,2964,41,2572,86,34.5,1,2572.0
32,100,100,0.55,0.32,2875,48,2654,98,29.3,1,2654.0
33,100,100,0.55,0.32,2784,58,2735,99,28.1,1,2735.0
34,100,100,0.55,0.32,2681,50,2846,107,25.1,1,2846.0
35,100,100,0.55,0.32,2617,36,2924,108,24.2,1,2924.0
36,100,100,0.55,0.32,2529,53,2995,117,21.6,1,2995.0
37,100,100,0.55,0.32,2442,46,3089,113,21.6,1,3089.0
38,100,100,0.55,0.32,2371,39,3167,115,20.6,1,3167.0
39,100,100,0.55,0.32,2292,49,3236,118,19.4,1,3236.0
40,100,100,0.55,0.32,2198,54,3325,118,18.6,1,3325.0
41,100,100,0.55,0.32,2095,57,3425,114,18.4,1,3425.0
42,100,100,0.55,0.32,1973,58,3546,120,16.4,1,3546.0
43,100,100,0.55,0.32,1865,66,3646,120,15.5,1,3646.0
44,100,100,0.55,0.32,1747,65,3765,129,13.5,1,3765.0
45,100,100,0.55,0.32,1631,60,3886,132,12.4,1,3886.0
46,100,100,0.55,0.32,1510,67,4000,136,11.1,1,4000.0
47,100,100,0.55,0.32,1398,64,4115,140,10.0,1,4115.0
48,100,100,0.55,0.32,1265,69,4243,147,8.6,1,4243.0
49,100,100,0.55,0.32,1157,58,4362,145,8.0,1,4362.0
50,100,100,0.55,0.32,1061,54,4462,148,7.2,1,4462.0
51,100,100,0.55,0.32,994,36,4547,151,6.6,1,4547.0
52,100,100,0.55,0.32,941,34,4602,154,6.1,1,4602.0
53,100,100,0.55,0.32,892,29,4656,149,6.0,1,4656.0
54,100,100,0.55,0.32,853,21,4703,149,5.7,1,4703.0
55,100,100,0.55,0.32,832,13,4732,149,5.6,1,4732.0
56,100,100,0.55,0.32,809,16,4752,150,5.4,1,4752.0
57,100,100,0.55,0.32,796,8,4773,151,5.3,1,4773.0
58,100,100,0.55,0.32,780,13,4784,149,5.2,1,4784.0
59,100,100,0.55,0.32,748,19,4810,152,4.9,1,4810.0
60,100,100,0.55,0.32,730,10,4837,150,4.9,1,4837.0
61,100,100,0.55,0.32,726,4,4847,152,4.8,1,4847.0
62,100,100,0.55,0.32,712,8,4857,151,4.7,1,4857.0
63,100,100,0.55,0.32,698,10,4869,151,4.6,1,4869.0
64,100,100,0.55,0.32,678,11,4888,151,4.5,1,4888.0
65,100,100,0.55,0.32,666,3,4908,152,4.4,1,4908.0
66,100,100,0.55,0.32,653,9,4915,153,4.3,1,4915.0
67,100,100,0.55,0.32,631,7,4939,153,4.1,1,4939.0
68,100,100,0.55,0.32,625,3,4949,153,4.1,1,4949.0
69,100,100,0.55,0.32,615,6,4956,153,4.0,1,4956.0
70,100,100,0.55,0.32,610,1,4966,154,4.0,1,4966.0
71,100,100,0.55,0.32,609,0,4968,153,4.0,1,4968.0
