,Width,Height,Density,Humidity ,Fine,On Fire,Burned Out,# Fine Clusteres,Av. Fine Clusteres Size,# Burned Out Clusteres,Av. Burned Out Clusteres Size
0,100,100,0.55,0.32,5387,52,0,29,185.8,0,0
1,100,100,0.55,0.32,5275,59,105,30,175.8,20,5.2
2,100,100,0.55,0.32,5185,58,196,35,148.1,11,17.8
3,100,100,0.55,0.32,5117,39,283,34,150.5,8,35.4
4,100,100,0.55,0.32,5008,59,372,39,128.4,8,46.5
5,100,100,0.55,0.32,4917,51,471,37,132.9,5,94.2
6,100,100,0.55,0.32,4825,50,564,43,112.2,5,112.8
7,100,100,0.55,0.32,4739,50,650,43,110.2,5,130.0
8,100,100,0.55,0.32,4637,52,750,47,98.7,5,150.0
9,100,100,0.55,0.32,4545,50,844,51,89.1,4,211.0
10,100,100,0.55,0.32,4463,47,929,51,87.5,4,232.2
11,100,100,0.55,0.32,4390,42,1007,54,81.3,3,335.7
12,100,100,0.55,0.32,4330,31,1078,60,72.2,3,359.3
13,100,100,0.55,0.32,4274,34,1131,59,72.4,3,377.0
14,100,100,0.55,0.32,4240,20,1179,61,69.5,3,393.0
15,100,100,0.55,0.32,4199,21,1219,59,71.2,3,406.3
16,100,100,0.55,0.32,4155,21,1263,60,69.2,3,421.0
17,100,100,0.55,0.32,4116,26,1297,61,67.5,3,432.3
18,100,100,0.55,0.32,4073,29,1337,64,63.6,3,445.7
19,100,100,0.55,0.32,4001,45,1393,69,58.0,3,464.3
20,100,100,0.55,0.32,3899,48,1492,78,50.0,3,497.3
21,100,100,0.55,0.32,3851,27,1561,79,48.7,3,520.3
22,100,100,0.55,0.32,3795,28,1616,85,44.6,3,538.7
23,100,100,0.55,0.32,3737,36,1666,85,44.0,3,555.3
24,100,100,0.55,0.32,3672,39,1728,88,41.7,3,576.0
25,100,100,0.55,0.32,3613,24,1802,83,43.5,3,600.7
26,100,100,0.55,0.32,3587,15,1837,83,43.2,3,612.3
27,100,100,0.55,0.32,3539,25,1875,86,41.2,3,625.0
28,100,100,0.55,0.32,3496,27,1916,89,39.3,3,638.7
29,100,100,0.55,0.32,3447,25,1967,92,37.5,3,655.7
30,100,100,0.55,0.32,3396,18,2025,89,38.2,3,675.0
31,100,100,0.55,0.32,3379,11,2049,88,38.4,3,683.0
32,100,100,0.55,0.32,3364,8,2067,89,37.8,3,689.0
33,100,100,0.55,0.32,3353,4,2082,90,37.3,3,694.0
34,100,100,0.55,0.32,3349,3,2087,92,36.4,3,695.7
35,100,100,0.55,0.32,3345,3,2091,89,37.6,3,697.0
36,100,100,0.55,0.32,3342,3,2094,89,37.6,3,698.0
37,100,100,0.55,0.32,3339,2,2098,89,37.5,3,699.3
38,100,100,0.55,0.32,3327,6,2106,92,36.2,3,702.0
39,100,100,0.55,0.32,3320,6,2113,93,35.7,3,704.3
40,100,100,0.55,0.32,3311,6,2122,93,35.6,3,707.3
41,100,100,0.55,0.32,3302,5,2132,92,35.9,3,710.7
