,Width,Height,Density,Humidity ,Fine,On Fire,Burned Out,# Fine Clusteres,Av. Fine Clusteres Size,# Burned Out Clusteres,Av. Burned Out Clusteres Size
0,100,100,0.55,0.32,5418,58,0,25,216.7,0,0
1,100,100,0.55,0.32,5346,40,90,25,213.8,21,4.3
2,100,100,0.55,0.32,5281,39,156,28,188.6,12,13.0
3,100,100,0.55,0.32,5212,39,225,30,173.7,10,22.5
4,100,100,0.55,0.32,5112,55,309,37,138.2,9,34.3
5,100,100,0.55,0.32,5037,45,394,34,148.1,8,49.2
6,100,100,0.55,0.32,4952,45,479,42,117.9,6,79.8
7,100,100,0.55,0.32,4892,33,551,40,122.3,5,110.2
8,100,100,0.55,0.32,4816,39,621,45,107.0,5,124.2
9,100,100,0.55,0.32,4713,45,718,42,112.2,5,143.6
10,100,100,0.55,0.32,4625,44,807,48,96.4,5,161.4
11,100,100,0.55,0.32,4565,36,875,54,84.5,5,175.0
12,100,100,0.55,0.32,4504,37,935,53,85.0,5,187.0
13,100,100,0.55,0.32,4451,29,996,54,82.4,5,199.2
14,100,100,0.55,0.32,4399,28,1049,54,81.5,5,209.8
15,100,100,0.55,0.32,4353,35,1088,56,77.7,5,217.6
16,100,100,0.55,0.32,4263,46,1167,62,68.8,5,233.4
17,100,100,0.55,0.32,4186,36,1254,66,63.4,4,313.5
18,100,100,0.55,0.32,4126,31,1319,68,60.7,4,329.8
19,100,100,0.55,0.32,4054,35,1387,73,55.5,4,346.8
20,100,100,0.55,0.32,4001,28,1447,73,54.8,4,361.8
21,100,100,0.55,0.32,3951,31,1494,79,50.0,4,373.5
22,100,100,0.55,0.32,3892,33,1551,75,51.9,4,387.8
23,100,100,0.55,0.32,3842,32,1602,72,53.4,4,400.5
24,100,100,0.55,0.32,3766,38,1672,76,49.6,4,418.0
25,100,100,0.55,0.32,3716,33,1727,74,50.2,4,431.8
26,100,100,0.55,0.32,3670,31,1775,75,48.9,4,443.8
27,100,100,0.55,0.32,3592,41,1843,82,43.8,4,460.8
28,100,100,0.55,0.32,3544,34,1898,86,41.2,4,474.5
29,100,100,0.55,0.32,3483,39,1954,88,39.6,4,488.5
30,100,100,0.55,0.32,3417,41,2018,86,39.7,4,504.5
31,100,100,0.55,0.32,3351,39,2086,87,38.5,4,521.5
32,100,100,0.55,0.32,3269,45,2162,95,34.4,4,540.5
33,100,100,0.55,0.32,3192,40,2244,92,34.7,4,561.0
34,100,100,0.55,0.32,3113,38,2325,96,32.4,4,581.2
35,100,100,0.55,0.32,3039,40,2397,96,31.7,4,599.2
36,100,100,0.55,0.32,2956,48,2472,99,29.9,4,618.0
37,100,100,0.55,0.32,2877,50,2549,101,28.5,4,637.2
38,100,100,0.55,0.32,2770,60,2646,107,25.9,4,661.5
39,100,100,0.55,0.32,2668,69,2739,116,23.0,4,684.8
40,100,100,0.55,0.32,2536,72,2868,121,21.0,4,717.0
41,100,100,0.55,0.32,2430,64,2982,120,20.2,4,745.5
42,100,100,0.55,0.32,2331,58,3087,123,19.0,4,771.8
43,100,100,0.55,0.32,2228,63,3185,127,17.5,4,796.2
44,100,100,0.55,0.32,2137,53,3286,124,17.2,4,821.5
45,100,100,0.55,0.32,2048,53,3375,122,16.8,4,843.8
46,100,100,0.55,0.32,1959,54,3463,127,15.4,4,865.8
47,100,100,0.55,0.32,1861,51,3564,131,14.2,4,891.0
48,100,100,0.55,0.32,1787,42,3647,132,13.5,4,911.8
49,100,100,0.55,0.32,1730,27,3719,130,13.3,4,929.8
50,100,100,0.55,0.32,1668,39,3769,140,11.9,4,942.2
51,100,100,0.55,0.32,1580,42,3854,141,11.2,4,963.5
52,100,100,0.55,0.32,1496,46,3934,139,10.8,4,983.5
53,100,100,0.55,0.32,1404,41,4031,146,9.6,4,1007.8
54,100,100,0.55,0.32,1328,45,4103,154,8.6,4,1025.8
55,100,100,0.55,0.32,1259,43,4174,154,8.2,4,1043.5
56,100,100,0.55,0.32,1186,37,4253,156,7.6,4,1063.2
57,100,100,0.55,0.32,1148,21,4307,153,7.5,4,1076.8
58,100,100,0.55,0.32,1101,27,4348,159,6.9,4,1087.0
59,100,100,0.55,0.32,1080,11,4385,156,6.9,4,1096.2
60,100,100,0.55,0.32,1070,3,4403,155,6.9,4,1100.8
61,100,100,0.55,0.32,1036,18,4422,161,6.4,4,1105.5
62,100,100,0.55,0.32,1009,9,4458,160,6.3,4,1114.5
63,100,100,0.55,0.32,998,7,4471,159,6.3,4,1117.8
64,100,100,0.55,0.32,968,11,4497,159,6.1,4,1124.2
65,100,100,0.55,0.32,944,10,4522,158,6.0,4,1130.5
66,100,100,0.55,0.32,919,11,4546,162,5.7,4,1136.5
67,100,100,0.55,0.32,899,13,4564,161,5.6,4,1141.0
68,100,100,0.55,0.32,872,16,4588,161,5.4,4,1147.0
69,100,100,0.55,0.32,843,16,4617,161,5.2,4,1154.2
70,100,100,0.55,0.32,819,9,4648,165,5.0,4,1162.0
71,100,100,0.55,0.32,811,5,4660,164,4.9,4,1165.0
72,100,100,0.55,0.32,803,5,4668,164,4.9,4,1167.0
73,100,100,0.55,0.32,792,6,4678,166,4.8,4,1169.5
74,100,100,0.55,0.32,788,4,4684,167,4.7,4,1171.0
75,100,100,0.55,0.32,784,4,4688,167,4.7,4,1172.0
76,100,100,0.55,0.32,773,4,4699,170,4.5,4,1174.8
77,100,100,0.55,0.32,768,4,4704,170,4.5,4,1176.0
78,100,100,0.55,0.32,765,2,4709,171,4.5,4,1177.2
79,100,100,0.55,0.32,760,3,4713,172,4.4,4,1178.2
80,100,100,0.55,0.32,750,6,4720,175,4.3,4,1180.0
81,100,100,0.55,0.32,737,5,4734,176,4.2,4,1183.5
82,100,100,0.55,0.32,734,1,4741,175,4.2,4,1185.2
83,100,100,0.55,0.32,733,0,4743,174,4.2,4,1185.8
