Step,AgentID,Width,Height,Density,Humidity ,Steps to fire up
89,"(0, 1)",100,100,0.55,0.32,0
89,"(0, 3)",100,100,0.55,0.32,0
89,"(0, 5)",100,100,0.55,0.32,0
89,"(0, 8)",100,100,0.55,0.32,0
89,"(0, 11)",100,100,0.55,0.32,0
89,"(0, 12)",100,100,0.55,0.32,0
89,"(0, 14)",100,100,0.55,0.32,0
89,"(0, 15)",100,100,0.55,0.32,0
89,"(0, 17)",100,100,0.55,0.32,0
89,"(0, 18)",100,100,0.55,0.32,0
89,"(0, 22)",100,100,0.55,0.32,0
89,"(0, 23)",100,100,0.55,0.32,0
89,"(0, 26)",100,100,0.55,0.32,0
89,"(0, 27)",100,100,0.55,0.32,0
89,"(0, 30)",100,100,0.55,0.32,0
89,"(0, 31)",100,100,0.55,0.32,0
89,"(0, 34)",100,100,0.55,0.32,0
89,"(0, 36)",100,100,0.55,0.32,0
89,"(0, 37)",100,100,0.55,0.32,0
89,"(0, 38)",100,100,0.55,0.32,0
89,"(0, 39)",100,100,0.55,0.32,0
89,"(0, 40)",100,100,0.55,0.32,0
89,"(0, 41)",100,100,0.55,0.32,0
89,"(0, 42)",100,100,0.55,0.32,0
89,"(0, 44)",100,100,0.55,0.32,0
89,"(0, 46)",100,100,0.55,0.32,0
89,"(0, 47)",100,100,0.55,0.32,0
89,"(0, 50)",100,100,0.55,0.32,0
89,"(0, 51)",100,100,0.55,0.32,0
89,"(0, 52)",100,100,0.55,0.32,0
89,"(0, 54)",100,100,0.55,0.32,0
89,"(0, 55)",100,100,0.55,0.32,0
89,"(0, 56)",100,100,0.55,0.32,0
89,"(0, 58)",100,100,0.55,0.32,0
89,"(0, 59)",100,100,0.55,0.32,0
89,"(0, 60)",100,100,0.55,0.32,0
89,"(0, 61)",100,100,0.55,0.32,0
89,"(0, 65)",100,100,0.55,0.32,0
89,"(0, 68)",100,100,0.55,0.32,0
89,"(0, 70)",100,100,0.55,0.32,0
89,"(0, 75)",100,100,0.55,0.32,0
89,"(0, 76)",100,100,0.55,0.32,0
89,"(0, 77)",100,100,0.55,0.32,0
89,"(0, 78)",100,100,0.55,0.32,0
89,"(0, 82)",100,100,0.55,0.32,0
89,"(0, 84)",100,100,0.55,0.32,0
89,"(0, 85)",100,100,0.55,0.32,0
89,"(0, 86)",100,100,0.55,0.32,0
89,"(0, 87)",100,100,0.55,0.32,0
89,"(0, 89)",100,100,0.55,0.32,0
89,"(0, 90)",100,100,0.55,0.32,0
89,"(0, 91)",100,100,0.55,0.32,0
89,"(0, 93)",100,100,0.55,0.32,0
89,"(0, 95)",100,100,0.55,0.32,0
89,"(0, 97)",100,100,0.55,0.32,0
89,"(0, 99)",100,100,0.55,0.32,0
89,"(1, 0)",100,100,0.55,0.32,1
89,"(1, 3)",100,100,0.55,0.32,1
89,"(1, 4)",100,100,0.55,0.32,1
89,"(1, 5)",100,100,0.55,0.32,1
89,"(1, 8)",100,100,0.55,0.32,1
89,"(1, 10)",100,100,0.55,0.32,1
89,"(1, 11)",100,100,0.55,0.32,1
89,"(1, 12)",100,100,0.55,0.32,1
89,"(1, 13)",100,100,0.55,0.32,1
89,"(1, 15)",100,100,0.55,0.32,1
89,"(1, 16)",100,100,0.55,0.32,1
89,"(1, 17)",100,100,0.55,0.32,1
89,"(1, 20)",100,100,0.55,0.32,-1
89,"(1, 25)",100,100,0.55,0.32,1
89,"(1, 26)",100,100,0.55,0.32,1
89,"(1, 29)",100,100,0.55,0.32,1
89,"(1, 32)",100,100,0.55,0.32,1
89,"(1, 35)",100,100,0.55,0.32,1
89,"(1, 36)",100,100,0.55,0.32,1
89,"(1, 38)",100,100,0.55,0.32,1
89,"(1, 40)",100,100,0.55,0.32,1
89,"(1, 41)",100,100,0.55,0.32,1
89,"(1, 43)",100,100,0.55,0.32,2
89,"(1, 44)",100,100,0.55,0.32,1
89,"(1, 45)",100,100,0.55,0.32,1
89,"(1, 47)",100,100,0.55,0.32,1
89,"(1, 50)",100,100,0.55,0.32,1
89,"(1, 52)",100,100,0.55,0.32,1
89,"(1, 55)",100,100,0.55,0.32,1
