,Width,Height,Density,Humidity ,Fine,On Fire,Burned Out,# Fine Clusteres,Av. Fine Clusteres Size,# Burned Out Clusteres,Av. Burned Out Clusteres Size
0,100,100,0.55,0.32,5522,56,0,17,324.8,0,0
1,100,100,0.55,0.32,5434,48,96,20,271.7,20,4.8
2,100,100,0.55,0.32,5333,55,190,20,266.6,13,14.6
3,100,100,0.55,0.32,5244,52,282,21,249.7,11,25.6
4,100,100,0.55,0.32,5183,34,361,23,225.3,10,36.1
5,100,100,0.55,0.32,5125,28,425,19,269.7,8,53.1
6,100,100,0.55,0.32,5042,46,490,22,229.2,8,61.2
7,100,100,0.55,0.32,4955,40,583,24,206.5,8,72.9
8,100,100,0.55,0.32,4902,31,645,26,188.5,8,80.6
9,100,100,0.55,0.32,4834,46,698,24,201.4,7,99.7
10,100,100,0.55,0.32,4738,51,789,31,152.8,7,112.7
11,100,100,0.55,0.32,4632,56,890,35,132.3,6,148.3
12,100,100,0.55,0.32,4540,58,980,36,126.1,6,163.3
13,100,100,0.55,0.32,4431,61,1086,43,103.0,6,181.0
14,100,100,0.55,0.32,4333,61,1184,45,96.3,6,197.3
15,100,100,0.55,0.32,4204,75,1299,54,77.9,5,259.8
16,100,100,0.55,0.32,4072,83,1423,52,78.3,5,284.6
17,100,100,0.55,0.32,3955,72,1551,59,67.0,5,310.2
18,100,100,0.55,0.32,3822,80,1676,64,59.7,5,335.2
19,100,100,0.55,0.32,3712,58,1808,64,58.0,5,361.6
20,100,100,0.55,0.32,3609,53,1916,65,55.5,5,383.2
21,100,100,0.55,0.32,3525,51,2002,67,52.6,5,400.4
22,100,100,0.55,0.32,3452,43,2083,69,50.0,5,416.6
23,100,100,0.55,0.32,3391,31,2156,70,48.4,5,431.2
24,100,100,0.55,0.32,3352,24,2202,69,48.6,5,440.4
25,100,100,0.55,0.32,3298,30,2250,69,47.8,5,450.0
26,100,100,0.55,0.32,3236,33,2309,75,43.1,5,461.8
27,100,100,0.55,0.32,3177,36,2365,77,41.3,5,473.0
28,100,100,0.55,0.32,3113,33,2432,78,39.9,5,486.4
29,100,100,0.55,0.32,3033,38,2507,83,36.5,5,501.4
30,100,100,0.55,0.32,2966,36,2576,81,36.6,5,515.2
31,100,100,0.55,0.32,2913,28,2637,83,35.1,5,527.4
32,100,100,0.55,0.32,2860,28,2690,80,35.8,5,538.0
33,100,100,0.55,0.32,2824,24,2730,84,33.6,5,546.0
34,100,100,0.55,0.32,2780,22,2776,90,30.9,5,555.2
35,100,100,0.55,0.32,2733,25,2820,88,31.1,5,564.0
36,100,100,0.55,0.32,2679,28,2871,89,30.1,5,574.2
37,100,100,0.55,0.32,2627,20,2931,92,28.6,5,586.2
38,100,100,0.55,0.32,2601,15,2962,95,27.4,5,592.4
39,100,100,0.55,0.32,2553,35,2990,93,27.5,5,598.0
40,100,100,0.55,0.32,2485,38,3055,94,26.4,5,611.0
41,100,100,0.55,0.32,2424,35,3119,97,25.0,5,623.8
42,100,100,0.55,0.32,2351,48,3179,100,23.5,5,635.8
43,100,100,0.55,0.32,2253,51,3274,109,20.7,5,654.8
44,100,100,0.55,0.32,2173,45,3360,113,19.2,5,672.0
45,100,100,0.55,0.32,2073,58,3447,116,17.9,5,689.4
46,100,100,0.55,0.32,1986,53,3539,121,16.4,5,707.8
47,100,100,0.55,0.32,1887,59,3632,122,15.5,5,726.4
48,100,100,0.55,0.32,1769,66,3743,135,13.1,5,748.6
49,100,100,0.55,0.32,1672,55,3851,135,12.4,5,770.2
50,100,100,0.55,0.32,1596,49,3933,135,11.8,5,786.6
51,100,100,0.55,0.32,1514,46,4018,131,11.6,5,803.6
52,100,100,0.55,0.32,1418,49,4111,136,10.4,5,822.2
53,100,100,0.55,0.32,1333,55,4190,139,9.6,5,838.0
54,100,100,0.55,0.32,1237,48,4293,141,8.8,5,858.6
55,100,100,0.55,0.32,1170,40,4368,146,8.0,5,873.6
56,100,100,0.55,0.32,1073,50,4455,146,7.3,5,891.0
57,100,100,0.55,0.32,1009,36,4533,146,6.9,5,906.6
58,100,100,0.55,0.32,937,43,4598,155,6.0,5,919.6
59,100,100,0.55,0.32,882,33,4663,151,5.8,5,932.6
60,100,100,0.55,0.32,813,35,4730,154,5.3,5,946.0
61,100,100,0.55,0.32,753,31,4794,154,4.9,5,958.8
62,100,100,0.55,0.32,723,19,4836,152,4.8,5,967.2
63,100,100,0.55,0.32,688,23,4867,154,4.5,5,973.4
64,100,100,0.55,0.32,646,19,4913,157,4.1,5,982.6
65,100,100,0.55,0.32,615,17,4946,159,3.9,5,989.2
66,100,100,0.55,0.32,598,9,4971,157,3.8,5,994.2
67,100,100,0.55,0.32,571,13,4994,157,3.6,5,998.8
68,100,100,0.55,0.32,546,12,5020,159,3.4,5,1004.0
69,100,100,0.55,0.32,528,10,5040,158,3.3,5,1008.0
70,100,100,0.55,0.32,508,4,5066,156,3.3,5,1013.2
71,100,100,0.55,0.32,497,5,5076,156,3.2,5,1015.2
72,100,100,0.55,0.32,482,8,5088,157,3.1,5,1017.6
73,100,100,0.55,0.32,465,9,5104,158,2.9,5,1020.8
74,100,100,0.55,0.32,443,12,5123,160,2.8,5,1024.6
75,100,100,0.55,0.32,415,14,5149,161,2.6,5,1029.8
76,100,100,0.55,0.32,409,6,5163,160,2.6,5,1032.6
77,100,100,0.55,0.32,398,7,5173,158,2.5,5,1034.6
78,100,100,0.55,0.32,396,1,5181,158,2.5,5,1036.2
79,100,100,0.55,0.32,393,2,5183,158,2.5,5,1036.6
80,100,100,0.55,0.32,392,0,5186,157,2.5,5,1037.2
