Step,AgentID,Width,Height,Density,Humidity ,Steps to fire up
98,"(0, 0)",100,100,0.55,0.32,0
98,"(0, 1)",100,100,0.55,0.32,0
98,"(0, 4)",100,100,0.55,0.32,0
98,"(0, 5)",100,100,0.55,0.32,0
98,"(0, 6)",100,100,0.55,0.32,0
98,"(0, 8)",100,100,0.55,0.32,0
98,"(0, 9)",100,100,0.55,0.32,0
98,"(0, 15)",100,100,0.55,0.32,0
98,"(0, 16)",100,100,0.55,0.32,0
98,"(0, 20)",100,100,0.55,0.32,0
98,"(0, 21)",100,100,0.55,0.32,0
98,"(0, 24)",100,100,0.55,0.32,0
98,"(0, 27)",100,100,0.55,0.32,0
98,"(0, 28)",100,100,0.55,0.32,0
98,"(0, 30)",100,100,0.55,0.32,0
98,"(0, 31)",100,100,0.55,0.32,0
98,"(0, 35)",100,100,0.55,0.32,0
98,"(0, 36)",100,100,0.55,0.32,0
98,"(0, 38)",100,100,0.55,0.32,0
98,"(0, 39)",100,100,0.55,0.32,0
98,"(0, 42)",100,100,0.55,0.32,0
98,"(0, 43)",100,100,0.55,0.32,0
98,"(0, 45)",100,100,0.55,0.32,0
98,"(0, 46)",100,100,0.55,0.32,0
98,"(0, 47)",100,100,0.55,0.32,0
98,"(0, 48)",100,100,0.55,0.32,0
98,"(0, 49)",100,100,0.55,0.32,0
98,"(0, 51)",100,100,0.55,0.32,0
98,"(0, 53)",100,100,0.55,0.32,0
98,"(0, 56)",100,100,0.55,0.32,0
98,"(0, 57)",100,100,0.55,0.32,0
98,"(0, 60)",100,100,0.55,0.32,0
98,"(0, 62)",100,100,0.55,0.32,0
98,"(0, 63)",100,100,0.55,0.32,0
98,"(0, 64)",100,100,0.55,0.32,0
98,"(0, 66)",100,100,0.55,0.32,0
98,"(0, 67)",100,100,0.55,0.32,0
98,"(0, 70)",100,100,0.55,0.32,0
98,"(0, 71)",100,100,0.55,0.32,0
98,"(0, 72)",100,100,0.55,0.32,0
98,"(0, 75)",100,100,0.55,0.32,0
98,"(0, 76)",100,100,0.55,0.32,0
98,"(0, 79)",100,100,0.55,0.32,0
98,"(0, 80)",100,100,0.55,0.32,0
98,"(0, 82)",100,100,0.55,0.32,0
98,"(0, 84)",100,100,0.55,0.32,0
98,"(0, 85)",100,100,0.55,0.32,0
98,"(0, 86)",100,100,0.55,0.32,0
98,"(0, 89)",100,100,0.55,0.32,0
98,"(0, 90)",100,100,0.55,0.32,0
98,"(0, 91)",100,100,0.55,0.32,0
98,"(0, 92)",100,100,0.55,0.32,0
98,"(0, 94)",100,100,0.55,0.32,0
98,"(0, 95)",100,100,0.55,0.32,0
98,"(0, 96)",100,100,0.55,0.32,0
98,"(0, 97)",100,100,0.55,0.32,0
98,"(1, 0)",100,100,0.55,0.32,1
98,"(1, 3)",100,100,0.55,0.32,1
98,"(1, 7)",100,100,0.55,0.32,27
98,"(1, 8)",100,100,0.55,0.32,27
98,"(1, 11)",100,100,0.55,0.32,-1
98,"(1, 12)",100,100,0.55,0.32,-1
98,"(1, 13)",100,100,0.55,0.32,-1
98,"(1, 16)",100,100,0.55,0.32,1
98,"(1, 17)",100,100,0.55,0.32,1
98,"(1, 22)",100,100,0.55,0.32,1
98,"(1, 23)",100,100,0.55,0.32,1
98,"(1, 24)",100,100,0.55,0.32,1
98,"(1, 25)",100,100,0.55,0.32,1
98,"(1, 26)",100,100,0.55,0.32,1
98,"(1, 27)",100,100,0.55,0.32,1
98,"(1, 29)",100,100,0.55,0.32,1
98,"(1, 31)",100,100,0.55,0.32,1
98,"(1, 32)",100,100,0.55,0.32,1
98,"(1, 34)",100,100,0.55,0.32,1
98,"(1, 37)",100,100,0.55,0.32,1
98,"(1, 38)",100,100,0.55,0.32,1
98,"(1, 39)",100,100,0.55,0.32,1
98,"(1, 40)",100,100,0.55,0.32,1
98,"(1, 41)",100,100,0.55,0.32,1
98,"(1, 42)",100,100,0.55,0.32,1
98,"(1, 43)",100,100,0.55,0.32,1
98,"(1, 45)",100,100,0.55,0.32,1
98,"(1, 46)",100,100,0.55,0.32,1
98,"(1, 49)",100,100,0.55,0.32,1
98,"(1, 52)",100,100,0.55,0.32,1
98,"(1, 54)",100,100,0.55,0.32,1
98,"(1, 55)",100,100,0.55,0.32,1
98,"(1, 60)",100,100,0.55,0.32,1
98,"(1, 61)",100,100,0.55,0.32,1
98,"(1, 62)",100,100,0.55,0.32,1
98,"(1, 63)",100,100,0.55,0.32,1
98,"(1, 65)",100,100,0.55,0.32,1
98,"(1, 67)",100,100,0.55,0.32,1
98,"(1, 68)",100,100,0.55,0.32,1
98,"(1, 69)",100,100,0.55,0.32,1
98,"(1, 70)",100,100,0.55,0.32,1
98,"(1, 71)",100,100,0.55,0.32,1
98,"(1, 75)",100,100,0.55,0.32,4
98,"(1, 78)",100,100,0.55,0.32,1
98,"(1, 79)",100,100,0.55,0.32,1
98,"(1, 80)",100,100,0.55,0.32,1
98,"(1, 81)",100,100,0.55,0.32,1
98,"(1, 82)",100,100,0.55,0.32,1
98,"(1, 83)",100,100,0.55,0.32,1
98,"(1, 85)",100,100,0.55,0.32,1
98,"(1, 86)",100,100,0.55,0.32,1
98,"(1, 88)",100,100,0.55,0.32,1
98,"(1, 89)",100,100,0.55,0.32,1
98,"(1, 91)",100,100,0.55,0.32,1
98,"(1, 92)",100,100,0.55,0.32,2
98,"(1, 93)",100,100,0.55,0.32,1
98,"(1, 96)",100,100,0.55,0.32,1
98,"(1, 97)",100,100,0.55,0.32,1
