,Width,Height,Density,Humidity ,Fine,On Fire,Burned Out,# Fine Clusteres,Av. Fine Clusteres Size,# Burned Out Clusteres,Av. Burned Out Clusteres Size
0,100,100,0.55,0.32,5410,69,0,22,245.9,0,0
1,100,100,0.55,0.32,5333,37,109,21,254.0,13,8.4
2,100,100,0.55,0.32,5239,52,188,24,218.3,11,17.1
3,100,100,0.55,0.32,5150,45,284,24,214.6,8,35.5
4,100,100,0.55,0.32,5068,53,358,29,174.8,6,59.7
5,100,100,0.55,0.32,4975,48,456,27,184.3,3,152.0
6,100,100,0.55,0.32,4908,38,533,28,175.3,3,177.7
7,100,100,0.55,0.32,4822,55,602,33,146.1,3,200.7
8,100,100,0.55,0.32,4746,46,687,31,153.1,3,229.0
9,100,100,0.55,0.32,4673,42,764,35,133.5,2,382.0
10,100,100,0.55,0.32,4581,44,854,37,123.8,2,427.0
11,100,100,0.55,0.32,4495,40,944,40,112.4,2,472.0
12,100,100,0.55,0.32,4434,29,1016,38,116.7,2,508.0
13,100,100,0.55,0.32,4383,25,1071,41,106.9,2,535.5
14,100,100,0.55,0.32,4333,33,1113,46,94.2,2,556.5
15,100,100,0.55,0.32,4257,41,1181,52,81.9,2,590.5
16,100,100,0.55,0.32,4213,31,1235,51,82.6,2,617.5
17,100,100,0.55,0.32,4170,27,1282,53,78.7,2,641.0
18,100,100,0.55,0.32,4123,21,1335,53,77.8,2,667.5
19,100,100,0.55,0.32,4086,17,1376,52,78.6,2,688.0
20,100,100,0.55,0.32,4021,32,1426,56,71.8,2,713.0
21,100,100,0.55,0.32,3966,37,1476,54,73.4,2,738.0
22,100,100,0.55,0.32,3888,44,1547,61,63.7,2,773.5
23,100,100,0.55,0.32,3828,35,1616,61,62.8,2,808.0
24,100,100,0.55,0.32,3748,45,1686,67,55.9,2,843.0
25,100,100,0.55,0.32,3676,42,1761,61,60.3,2,880.5
26,100,100,0.55,0.32,3600,43,1836,66,54.5,2,918.0
27,100,100,0.55,0.32,3532,41,1906,64,55.2,2,953.0
28,100,100,0.55,0.32,3444,45,1990,70,49.2,2,995.0
29,100,100,0.55,0.32,3361,48,2070,75,44.8,2,1035.0
30,100,100,0.55,0.32,3266,50,2163,76,43.0,2,1081.5
31,100,100,0.55,0.32,3186,47,2246,82,38.9,2,1123.0
32,100,100,0.55,0.32,3108,37,2334,82,37.9,2,1167.0
33,100,100,0.55,0.32,3041,42,2396,89,34.2,2,1198.0
34,100,100,0.55,0.32,2975,39,2465,91,32.7,2,1232.5
35,100,100,0.55,0.32,2824,72,2583,96,29.4,2,1291.5
36,100,100,0.55,0.32,2726,54,2699,96,28.4,2,1349.5
37,100,100,0.55,0.32,2636,46,2797,97,27.2,2,1398.5
38,100,100,0.55,0.32,2553,53,2873,100,25.5,2,1436.5
39,100,100,0.55,0.32,2475,51,2953,105,23.6,2,1476.5
40,100,100,0.55,0.32,2395,48,3036,107,22.4,2,1518.0
41,100,100,0.55,0.32,2327,40,3112,106,22.0,2,1556.0
42,100,100,0.55,0.32,2252,38,3189,107,21.0,2,1594.5
43,100,100,0.55,0.32,2180,45,3254,105,20.8,2,1627.0
44,100,100,0.55,0.32,2051,60,3368,114,18.0,2,1684.0
45,100,100,0.55,0.32,1953,51,3475,115,17.0,2,1737.5
46,100,100,0.55,0.32,1869,48,3562,117,16.0,2,1781.0
47,100,100,0.55,0.32,1818,34,3627,120,15.2,2,1813.5
48,100,100,0.55,0.32,1757,31,3691,121,14.5,2,1845.5
49,100,100,0.55,0.32,1706,29,3744,121,14.1,2,1872.0
50,100,100,0.55,0.32,1649,31,3799,121,13.6,2,1899.5
51,100,100,0.55,0.32,1594,25,3860,123,13.0,2,1930.0
52,100,100,0.55,0.32,1534,32,3913,129,11.9,2,1956.5
53,100,100,0.55,0.32,1489,29,3961,123,12.1,2,1980.5
54,100,100,0.55,0.32,1448,24,4007,126,11.5,2,2003.5
55,100,100,0.55,0.32,1401,20,4058,128,10.9,2,2029.0
56,100,100,0.55,0.32,1362,22,4095,132,10.3,2,2047.5
57,100,100,0.55,0.32,1319,20,4140,135,9.8,2,2070.0
58,100,100,0.55,0.32,1296,15,4168,131,9.9,2,2084.0
59,100,100,0.55,0.32,1248,23,4208,135,9.2,2,2104.0
60,100,100,0.55,0.32,1223,15,4241,133,9.2,2,2120.5
61,100,100,0.55,0.32,1211,7,4261,133,9.1,2,2130.5
62,100,100,0.55,0.32,1202,5,4272,133,9.0,2,2136.0
63,100,100,0.55,0.32,1197,4,4278,134,8.9,2,2139.0
64,100,100,0.55,0.32,1191,4,4284,135,8.8,2,2142.0
65,100,100,0.55,0.32,1181,3,4295,137,8.6,2,2147.5
66,100,100,0.55,0.32,1175,4,4300,138,8.5,2,2150.0
67,100,100,0.55,0.32,1173,2,4304,136,8.6,2,2152.0
68,100,100,0.55,0.32,1173,0,4306,136,8.6,2,2153.0
