,Width,Height,Density,Humidity ,Fine,On Fire,Burned Out,# Fine Clusteres,Av. Fine Clusteres Size,# Burned Out Clusteres,Av. Burned Out Clusteres Size
0,100,100,0.55,0.32,5468,51,0,22,248.5,0,0
1,100,100,0.55,0.32,5390,46,83,21,256.7,24,3.5
2,100,100,0.55,0.32,5279,55,185,24,220.0,16,11.6
3,100,100,0.55,0.32,5202,42,275,27,192.7,10,27.5
4,100,100,0.55,0.32,5107,44,368,36,141.9,7,52.6
5,100,100,0.55,0.32,5032,35,452,39,129.0,5,90.4
6,100,100,0.55,0.32,4967,39,513,40,124.2,5,102.6
7,100,100,0.55,0.32,4882,41,596,41,119.1,5,119.2
8,100,100,0.55,0.32,4827,33,659,43,112.3,5,131.8
9,100,100,0.55,0.32,4763,41,715,42,113.4,5,143.0
10,100,100,0.55,0.32,4707,30,782,41,114.8,5,156.4
11,100,100,0.55,0.32,4661,25,833,45,103.6,4,208.2
12,100,100,0.55,0.32,4624,21,874,46,100.5,4,218.5
13,100,100,0.55,0.32,4599,13,907,45,102.2,4,226.8
14,100,100,0.55,0.32,4585,11,923,46,99.7,4,230.8
15,100,100,0.55,0.32,4560,13,946,47,97.0,4,236.5
16,100,100,0.55,0.32,4537,16,966,50,90.7,4,241.5
17,100,100,0.55,0.32,4513,13,993,49,92.1,4,248.2
18,100,100,0.55,0.32,4465,28,1026,51,87.5,4,256.5
19,100,100,0.55,0.32,4398,41,1080,52,84.6,4,270.0
20,100,100,0.55,0.32,4348,29,1142,54,80.5,4,285.5
21,100,100,0.55,0.32,4287,33,1199,56,76.6,4,299.8
22,100,100,0.55,0.32,4233,27,1259,59,71.7,4,314.8
23,100,100,0.55,0.32,4185,28,1306,58,72.2,4,326.5
24,100,100,0.55,0.32,4151,20,1348,62,67.0,4,337.0
25,100,100,0.55,0.32,4106,26,1387,64,64.2,4,346.8
26,100,100,0.55,0.32,4047,33,1439,64,63.2,4,359.8
27,100,100,0.55,0.32,4002,25,1492,63,63.5,4,373.0
28,100,100,0.55,0.32,3959,23,1537,63,62.8,4,384.2
29,100,100,0.55,0.32,3905,33,1581,71,55.0,4,395.2
30,100,100,0.55,0.32,3862,24,1633,63,61.3,4,408.2
31,100,100,0.55,0.32,3815,31,1673,65,58.7,4,418.2
32,100,100,0.55,0.32,3767,27,1725,66,57.1,4,431.2
33,100,100,0.55,0.32,3718,29,1772,66,56.3,4,443.0
34,100,100,0.55,0.32,3657,38,1824,68,53.8,4,456.0
35,100,100,0.55,0.32,3579,38,1902,72,49.7,4,475.5
36,100,100,0.55,0.32,3506,41,1972,74,47.4,4,493.0
37,100,100,0.55,0.32,3447,43,2029,74,46.6,4,507.2
38,100,100,0.55,0.32,3368,44,2107,74,45.5,4,526.8
39,100,100,0.55,0.32,3268,57,2194,77,42.4,4,548.5
40,100,100,0.55,0.32,3163,49,2307,80,39.5,4,576.8
41,100,100,0.55,0.32,3056,56,2407,86,35.5,4,601.8
42,100,100,0.55,0.32,2925,75,2519,89,32.9,4,629.8
43,100,100,0.55,0.32,2817,63,2639,92,30.6,4,659.8
44,100,100,0.55,0.32,2690,68,2761,96,28.0,4,690.2
45,100,100,0.55,0.32,2576,71,2872,102,25.3,4,718.0
46,100,100,0.55,0.32,2423,82,3014,99,24.5,4,753.5
47,100,100,0.55,0.32,2298,66,3155,100,23.0,4,788.8
48,100,100,0.55,0.32,2212,56,3251,101,21.9,4,812.8
49,100,100,0.55,0.32,2127,52,3340,103,20.7,4,835.0
50,100,100,0.55,0.32,2024,64,3431,107,18.9,4,857.8
51,100,100,0.55,0.32,1929,50,3540,109,17.7,4,885.0
52,100,100,0.55,0.32,1850,49,3620,109,17.0,4,905.0
53,100,100,0.55,0.32,1755,51,3713,115,15.3,4,928.2
54,100,100,0.55,0.32,1658,57,3804,116,14.3,4,951.0
55,100,100,0.55,0.32,1554,52,3913,123,12.6,4,978.2
56,100,100,0.55,0.32,1481,45,3993,130,11.4,4,998.2
57,100,100,0.55,0.32,1386,48,4085,134,10.3,4,1021.2
58,100,100,0.55,0.32,1317,40,4162,140,9.4,4,1040.5
59,100,100,0.55,0.32,1217,53,4249,136,8.9,4,1062.2
60,100,100,0.55,0.32,1146,39,4334,137,8.4,4,1083.5
61,100,100,0.55,0.32,1080,40,4399,142,7.6,4,1099.8
62,100,100,0.55,0.32,1038,25,4456,143,7.3,4,1114.0
63,100,100,0.55,0.32,1001,25,4493,143,7.0,4,1123.2
64,100,100,0.55,0.32,956,24,4539,147,6.5,4,1134.8
65,100,100,0.55,0.32,911,19,4589,148,6.2,3,1529.7
66,100,100,0.55,0.32,886,15,4618,149,5.9,3,1539.3
67,100,100,0.55,0.32,867,14,4638,153,5.7,3,1546.0
68,100,100,0.55,0.32,842,14,4663,151,5.6,3,1554.3
69,100,100,0.55,0.32,793,28,4698,153,5.2,3,1566.0
70,100,100,0.55,0.32,746,23,4750,155,4.8,3,1583.3
71,100,100,0.55,0.32,714,19,4786,156,4.6,3,1595.3
72,100,100,0.55,0.32,688,16,4815,156,4.4,3,1605.0
73,100,100,0.55,0.32,652,22,4845,162,4.0,3,1615.0
74,100,100,0.55,0.32,617,18,4884,159,3.9,3,1628.0
75,100,100,0.55,0.32,596,10,4913,163,3.7,3,1637.7
76,100,100,0.55,0.32,575,12,4932,161,3.6,3,1644.0
77,100,100,0.55,0.32,566,4,4949,160,3.5,3,1649.7
78,100,100,0.55,0.32,554,6,4959,161,3.4,3,1653.0
79,100,100,0.55,0.32,552,1,4966,161,3.4,3,1655.3
80,100,100,0.55,0.32,552,0,4967,161,3.4,3,1655.7
