Step,AgentID,Width,Height,Density,Humidity ,Steps to fire up
81,"(0, 0)",100,100,0.55,0.32,0
81,"(0, 1)",100,100,0.55,0.32,0
81,"(0, 4)",100,100,0.55,0.32,0
81,"(0, 5)",100,100,0.55,0.32,0
81,"(0, 9)",100,100,0.55,0.32,0
81,"(0, 10)",100,100,0.55,0.32,0
81,"(0, 13)",100,100,0.55,0.32,0
81,"(0, 15)",100,100,0.55,0.32,0
81,"(0, 18)",100,100,0.55,0.32,0
81,"(0, 20)",100,100,0.55,0.32,0
81,"(0, 21)",100,100,0.55,0.32,0
81,"(0, 23)",100,100,0.55,0.32,0
81,"(0, 25)",100,100,0.55,0.32,0
81,"(0, 26)",100,100,0.55,0.32,0
81,"(0, 27)",100,100,0.55,0.32,0
81,"(0, 30)",100,100,0.55,0.32,0
81,"(0, 31)",100,100,0.55,0.32,0
81,"(0, 33)",100,100,0.55,0.32,0
81,"(0, 35)",100,100,0.55,0.32,0
81,"(0, 36)",100,100,0.55,0.32,0
81,"(0, 38)",100,100,0.55,0.32,0
81,"(0, 43)",100,100,0.55,0.32,0
81,"(0, 45)",100,100,0.55,0.32,0
81,"(0, 48)",100,100,0.55,0.32,0
81,"(0, 51)",100,100,0.55,0.32,0
81,"(0, 53)",100,100,0.55,0.32,0
81,"(0, 55)",100,100,0.55,0.32,0
81,"(0, 56)",100,100,0.55,0.32,0
81,"(0, 57)",100,100,0.55,0.32,0
81,"(0, 59)",100,100,0.55,0.32,0
81,"(0, 61)",100,100,0.55,0.32,0
81,"(0, 62)",100,100,0.55,0.32,0
81,"(0, 63)",100,100,0.55,0.32,0
81,"(0, 64)",100,100,0.55,0.32,0
81,"(0, 65)",100,100,0.55,0.32,0
81,"(0, 66)",100,100,0.55,0.32,0
81,"(0, 68)",100,100,0.55,0.32,0
81,"(0, 71)",100,100,0.55,0.32,0
81,"(0, 74)",100,100,0.55,0.32,0
81,"(0, 75)",100,100,0.55,0.32,0
81,"(0, 78)",100,100,0.55,0.32,0
81,"(0, 80)",100,100,0.55,0.32,0
81,"(0, 82)",100,100,0.55,0.32,0
81,"(0, 83)",100,100,0.55,0.32,0
81,"(0, 88)",100,100,0.55,0.32,0
81,"(0, 90)",100,100,0.55,0.32,0
81,"(0, 91)",100,100,0.55,0.32,0
81,"(0, 94)",100,100,0.55,0.32,0
81,"(0, 96)",100,100,0.55,0.32,0
81,"(0, 97)",100,100,0.55,0.32,0
81,"(1, 0)",100,100,0.55,0.32,1
81,"(1, 1)",100,100,0.55,0.32,1
81,"(1, 3)",100,100,0.55,0.32,1
81,"(1, 4)",100,100,0.55,0.32,1
81,"(1, 5)",100,100,0.55,0.32,1
81,"(1, 7)",100,100,0.55,0.32,3
81,"(1, 11)",100,100,0.55,0.32,1
81,"(1, 17)",100,100,0.55,0.32,1
81,"(1, 18)",100,100,0.55,0.32,1
81,"(1, 19)",100,100,0.55,0.32,1
81,"(1, 20)",100,100,0.55,0.32,1
