,Width,Height,Density,Humidity ,Fine,On Fire,Burned Out,# Fine Clusteres,Av. Fine Clusteres Size,# Burned Out Clusteres,Av. Burned Out Clusteres Size
0,100,100,0.55,0.32,5370,62,0,18,298.3,0,0
1,100,100,0.55,0.32,5271,54,107,16,329.4,23,4.7
2,100,100,0.55,0.32,5194,42,196,20,259.7,10,19.6
3,100,100,0.55,0.32,5104,52,276,23,221.9,7,39.4
4,100,100,0.55,0.32,5015,53,364,26,192.9,7,52.0
5,100,100,0.55,0.32,4920,58,454,35,140.6,6,75.7
6,100,100,0.55,0.32,4837,50,545,38,127.3,4,136.2
7,100,100,0.55,0.32,4767,46,619,32,149.0,3,206.3
8,100,100,0.55,0.32,4683,45,704,36,130.1,3,234.7
9,100,100,0.55,0.32,4614,43,775,38,121.4,3,258.3
10,100,100,0.55,0.32,4538,49,845,42,108.0,3,281.7
11,100,100,0.55,0.32,4445,54,933,41,108.4,3,311.0
12,100,100,0.55,0.32,4375,41,1016,50,87.5,3,338.7
13,100,100,0.55,0.32,4305,41,1086,54,79.7,3,362.0
14,100,100,0.55,0.32,4242,37,1153,52,81.6,3,384.3
15,100,100,0.55,0.32,4178,38,1216,54,77.4,3,405.3
16,100,100,0.55,0.32,4126,30,1276,59,69.9,3,425.3
17,100,100,0.55,0.32,4065,29,1338,64,63.5,3,446.0
18,100,100,0.55,0.32,4013,36,1383,63,63.7,3,461.0
19,100,100,0.55,0.32,3960,28,1444,66,60.0,3,481.3
20,100,100,0.55,0.32,3932,19,1481,66,59.6,3,493.7
21,100,100,0.55,0.32,3906,14,1512,67,58.3,3,504.0
22,100,100,0.55,0.32,3881,11,1540,71,54.7,3,513.3
23,100,100,0.55,0.32,3854,13,1565,71,54.3,3,521.7
24,100,100,0.55,0.32,3837,10,1585,72,53.3,3,528.3
25,100,100,0.55,0.32,3815,13,1604,72,53.0,3,534.7
26,100,100,0.55,0.32,3772,24,1636,72,52.4,3,545.3
27,100,100,0.55,0.32,3744,17,1671,72,52.0,3,557.0
28,100,100,0.55,0.32,3715,18,1699,72,51.6,3,566.3
29,100,100,0.55,0.32,3675,25,1732,75,49.0,3,577.3
30,100,100,0.55,0.32,3605,44,1783,77,46.8,3,594.3
31,100,100,0.55,0.32,3560,24,1848,77,46.2,3,616.0
32,100,100,0.55,0.32,3525,20,1887,77,45.8,3,629.0
33,100,100,0.55,0.32,3476,23,1933,78,44.6,3,644.3
34,100,100,0.55,0.32,3421,35,1976,82,41.7,3,658.7
35,100,100,0.55,0.32,3358,35,2039,82,41.0,3,679.7
36,100,100,0.55,0.32,3305,30,2097,84,39.3,3,699.0
37,100,100,0.55,0.32,3261,22,2149,82,39.8,3,716.3
38,100,100,0.55,0.32,3235,17,2180,83,39.0,3,726.7
39,100,100,0.55,0.32,3198,21,2213,85,37.6,3,737.7
40,100,100,0.55,0.32,3143,28,2261,84,37.4,3,753.7
41,100,100,0.55,0.32,3102,24,2306,89,34.9,3,768.7
42,100,100,0.55,0.32,3052,26,2354,89,34.3,3,784.7
43,100,100,0.55,0.32,2997,39,2396,90,33.3,3,798.7
44,100,100,0.55,0.32,2932,42,2458,97,30.2,3,819.3
45,100,100,0.55,0.32,2890,22,2520,95,30.4,3,840.0
46,100,100,0.55,0.32,2847,22,2563,97,29.4,3,854.3
47,100,100,0.55,0.32,2799,26,2607,100,28.0,3,869.0
48,100,100,0.55,0.32,2750,28,2654,102,27.0,3,884.7
49,100,100,0.55,0.32,2692,29,2711,104,25.9,3,903.7
50,100,100,0.55,0.32,2656,19,2757,105,25.3,3,919.0
51,100,100,0.55,0.32,2622,19,2791,104,25.2,3,930.3
52,100,100,0.55,0.32,2596,18,2818,108,24.0,3,939.3
53,100,100,0.55,0.32,2562,22,2848,109,23.5,3,949.3
54,100,100,0.55,0.32,2542,10,2880,110,23.1,3,960.0
55,100,100,0.55,0.32,2522,13,2897,110,22.9,3,965.7
56,100,100,0.55,0.32,2500,12,2920,113,22.1,3,973.3
57,100,100,0.55,0.32,2478,14,2940,114,21.7,3,980.0
58,100,100,0.55,0.32,2469,4,2959,113,21.8,3,986.3
59,100,100,0.55,0.32,2458,4,2970,112,21.9,3,990.0
60,100,100,0.55,0.32,2455,2,2975,112,21.9,3,991.7
61,100,100,0.55,0.32,2451,1,2980,111,22.1,3,993.3
62,100,100,0.55,0.32,2451,0,2981,111,22.1,3,993.7
