Step,AgentID,Width,Height,Density,Humidity ,Steps to fire up
82,"(0, 2)",100,100,0.55,0.32,0
82,"(0, 3)",100,100,0.55,0.32,0
82,"(0, 6)",100,100,0.55,0.32,0
82,"(0, 7)",100,100,0.55,0.32,0
82,"(0, 8)",100,100,0.55,0.32,0
82,"(0, 10)",100,100,0.55,0.32,0
82,"(0, 11)",100,100,0.55,0.32,0
82,"(0, 16)",100,100,0.55,0.32,0
82,"(0, 17)",100,100,0.55,0.32,0
82,"(0, 18)",100,100,0.55,0.32,0
82,"(0, 22)",100,100,0.55,0.32,0
82,"(0, 23)",100,100,0.55,0.32,0
82,"(0, 26)",100,100,0.55,0.32,0
82,"(0, 28)",100,100,0.55,0.32,0
82,"(0, 29)",100,100,0.55,0.32,0
82,"(0, 30)",100,100,0.55,0.32,0
82,"(0, 32)",100,100,0.55,0.32,0
82,"(0, 33)",100,100,0.55,0.32,0
82,"(0, 34)",100,100,0.55,0.32,0
82,"(0, 35)",100,100,0.55,0.32,0
82,"(0, 36)",100,100,0.55,0.32,0
82,"(0, 37)",100,100,0.55,0.32,0
82,"(0, 38)",100,100,0.55,0.32,0
82,"(0, 43)",100,100,0.55,0.32,0
82,"(0, 44)",100,100,0.55,0.32,0
82,"(0, 45)",100,100,0.55,0.32,0
82,"(0, 46)",100,100,0.55,0.32,0
82,"(0, 47)",100,100,0.55,0.32,0
82,"(0, 49)",100,100,0.55,0.32,0
82,"(0, 50)",100,100,0.55,0.32,0
82,"(0, 51)",100,100,0.55,0.32,0
82,"(0, 55)",100,100,0.55,0.32,0
82,"(0, 56)",100,100,0.55,0.32,0
82,"(0, 58)",100,100,0.55,0.32,0
82,"(0, 61)",100,100,0.55,0.32,0
82,"(0, 63)",100,100,0.55,0.32,0
82,"(0, 65)",100,100,0.55,0.32,0
82,"(0, 66)",100,100,0.55,0.32,0
82,"(0, 67)",100,100,0.55,0.32,0
82,"(0, 69)",100,100,0.55,0.32,0
82,"(0, 70)",100,100,0.55,0.32,0
82,"(0, 73)",100,100,0.55,0.32,0
82,"(0, 74)",100,100,0.55,0.32,0
82,"(0, 77)",100,100,0.55,0.32,0
82,"(0, 79)",100,100,0.55,0.32,0
82,"(0, 81)",100,100,0.55,0.32,0
82,"(0, 82)",100,100,0.55,0.32,0
82,"(0, 84)",100,100,0.55,0.32,0
82,"(0, 85)",100,100,0.55,0.32,0
82,"(0, 86)",100,100,0.55,0.32,0
82,"(0, 87)",100,100,0.55,0.32,0
82,"(0, 88)",100,100,0.55,0.32,0
82,"(0, 89)",100,100,0.55,0.32,0
82,"(0, 91)",100,100,0.55,0.32,0
82,"(0, 92)",100,100,0.55,0.32,0
82,"(0, 94)",100,100,0.55,0.32,0
82,"(0, 96)",100,100,0.55,0.32,0
82,"(0, 98)",100,100,0.55,0.32,0
82,"(1, 2)",100,100,0.55,0.32,1
82,"(1, 6)",100,100,0.55,0.32,1
82,"(1, 8)",100,100,0.55,0.32,1
82,"(1, 9)",100,100,0.55,0.32,1
82,"(1, 12)",100,100,0.55,0.32,1
82,"(1, 13)",100,100,0.55,0.32,2
82,"(1, 14)",100,100,0.55,0.32,3
82,"(1, 15)",100,100,0.55,0.32,4
82,"(1, 17)",100,100,0.55,0.32,1
82,"(1, 18)",100,100,0.55,0.32,1
82,"(1, 20)",100,100,0.55,0.32,2
82,"(1, 21)",100,100,0.55,0.32,-1
82,"(1, 26)",100,100,0.55,0.32,-1
82,"(1, 28)",100,100,0.55,0.32,1
82,"(1, 31)",100,100,0.55,0.32,1
82,"(1, 35)",100,100,0.55,0.32,1
82,"(1, 36)",100,100,0.55,0.32,1
82,"(1, 37)",100,100,0.55,0.32,1
82,"(1, 38)",100,100,0.55,0.32,1
82,"(1, 39)",100,100,0.55,0.32,2
82,"(1, 41)",100,100,0.55,0.32,2
82,"(1, 45)",100,100,0.55,0.32,1
82,"(1, 47)",100,100,0.55,0.32,2
82,"(1, 49)",100,100,0.55,0.32,1
82,"(1, 50)",100,100,0.55,0.32,1
82,"(1, 51)",100,100,0.55,0.32,1
82,"(1, 55)",100,100,0.55,0.32,1
82,"(1, 56)",100,100,0.55,0.32,1
82,"(1, 58)",100,100,0.55,0.32,1
82,"(1, 59)",100,100,0.55,0.32,1
82,"(1, 60)",100,100,0.55,0.32,1
82,"(1, 61)",100,100,0.55,0.32,1
82,"(1, 62)",100,100,0.55,0.32,1
82,"(1, 64)",100,100,0.55,0.32,1
82,"(1, 65)",100,100,0.55,0.32,1
82,"(1, 66)",100,100,0.55,0.32,1
82,"(1, 68)",100,100,0.55,0.32,1
82,"(1, 73)",100,100,0.55,0.32,1
82,"(1, 75)",100,100,0.55,0.32,1
82,"(1, 76)",100,100,0.55,0.32,1
82,"(1, 77)",100,100,0.55,0.32,1
82,"(1, 78)",100,100,0.55,0.32,2
82,"(1, 79)",100,100,0.55,0.32,1
82,"(1, 83)",100,100,0.55,0.32,1
82,"(1, 84)",100,100,0.55,0.32,1
82,"(1, 87)",100,100,0.55,0.32,1
82,"(1, 89)",100,100,0.55,0.32,1
82,"(1, 90)",100,100,0.55,0.32,1
82,"(1, 92)",100,100,0.55,0.32,1
82,"(1, 93)",100,100,0.55,0.32,1
82,"(1, 94)",100,100,0.55,0.32,1
82,"(1, 95)",100,100,0.55,0.32,1
82,"(1, 98)",100,100,0.55,0.32,1
82,"(1, 99)",100,100,0.55,0.32,1
82,"(2, 0)",100,100,0.55,0.32,2
82,"(2, 1)",100,100,0.55,0.32,1
82,"(2, 2)",100,100,0.55,0.32,1
82,"(2, 4)",100,100,0.55,0.32,2
82,"(2, 7)",100,100,0.55,0.32,2
82,"(2, 10)",100,100,0.55,0.32,1
82,"(2, 11)",100,100,0.55,0.32,1
82,"(2, 13)",100,100,0.55,0.32,2
82,"(2, 14)",100,100,0.55,0.32,2
82,"(2, 17)",100,100,0.55,0.32,1
82,"(2, 19)",100,100,0.55,0.32,1
82,"(2, 20)",100,100,0.55,0.32,1
82,"(2, 22)",100,100,0.55,0.32,3
