,Width,Height,Density,Humidity ,Fine,On Fire,Burned Out,# Fine Clusteres,Av. Fine Clusteres Size,# Burned Out Clusteres,Av. Burned Out Clusteres Size
0,100,100,0.55,0.32,5416,59,0,30,180.5,0,0
1,100,100,0.55,0.32,5348,38,89,34,157.3,19,4.7
2,100,100,0.55,0.32,5282,31,162,32,165.1,12,13.5
3,100,100,0.55,0.32,5203,41,231,37,140.6,10,23.1
4,100,100,0.55,0.32,5107,45,323,35,145.9,8,40.4
5,100,100,0.55,0.32,5049,37,389,40,126.2,8,48.6
6,100,100,0.55,0.32,4983,36,456,37,134.7,8,57.0
7,100,100,0.55,0.32,4918,38,519,36,136.6,7,74.1
8,100,100,0.55,0.32,4850,31,594,39,124.4,7,84.9
9,100,100,0.55,0.32,4778,40,657,43,111.1,7,93.9
10,100,100,0.55,0.32,4678,58,739,46,101.7,7,105.6
11,100,100,0.55,0.32,4565,61,849,50,91.3,7,121.3
12,100,100,0.55,0.32,4464,63,948,49,91.1,7,135.4
13,100,100,0.55,0.32,4374,44,1057,55,79.5,6,176.2
14,100,100,0.55,0.32,4307,45,1123,56,76.9,6,187.2
15,100,100,0.55,0.32,4229,45,1201,58,72.9,4,300.2
16,100,100,0.55,0.32,4120,57,1298,68,60.6,4,324.5
17,100,100,0.55,0.32,4018,54,1403,71,56.6,4,350.8
18,100,100,0.55,0.32,3944,33,1498,62,63.6,4,374.5
19,100,100,0.55,0.32,3899,35,1541,67,58.2,4,385.2
20,100,100,0.55,0.32,3832,36,1607,63,60.8,4,401.8
21,100,100,0.55,0.32,3741,52,1682,68,55.0,4,420.5
22,100,100,0.55,0.32,3637,60,1778,69,52.7,4,444.5
23,100,100,0.55,0.32,3555,53,1867,72,49.4,4,466.8
24,100,100,0.55,0.32,3457,56,1962,68,50.8,4,490.5
25,100,100,0.55,0.32,3347,60,2068,75,44.6,4,517.0
26,100,100,0.55,0.32,3234,76,2165,85,38.0,4,541.2
27,100,100,0.55,0.32,3140,55,2280,80,39.2,4,570.0
28,100,100,0.55,0.32,3060,48,2367,84,36.4,4,591.8
29,100,100,0.55,0.32,2970,49,2456,86,34.5,4,614.0
30,100,100,0.55,0.32,2869,65,2541,90,31.9,4,635.2
31,100,100,0.55,0.32,2760,60,2655,92,30.0,4,663.8
32,100,100,0.55,0.32,2684,43,2748,94,28.6,4,687.0
33,100,100,0.55,0.32,2609,42,2824,98,26.6,4,706.0
34,100,100,0.55,0.32,2558,29,2888,96,26.6,4,722.0
35,100,100,0.55,0.32,2496,30,2949,98,25.5,4,737.2
36,100,100,0.55,0.32,2436,31,3008,100,24.4,4,752.0
37,100,100,0.55,0.32,2400,17,3058,97,24.7,4,764.5
38,100,100,0.55,0.32,2363,23,3089,99,23.9,4,772.2
39,100,100,0.55,0.32,2312,28,3135,101,22.9,4,783.8
40,100,100,0.55,0.32,2254,37,3184,103,21.9,4,796.0
41,100,100,0.55,0.32,2181,46,3248,102,21.4,4,812.0
42,100,100,0.55,0.32,2105,39,3331,104,20.2,4,832.8
43,100,100,0.55,0.32,2063,31,3381,106,19.5,4,845.2
44,100,100,0.55,0.32,2009,24,3442,107,18.8,4,860.5
45,100,100,0.55,0.32,1975,21,3479,107,18.5,4,869.8
46,100,100,0.55,0.32,1930,27,3518,111,17.4,4,879.5
47,100,100,0.55,0.32,1893,19,3563,110,17.2,4,890.8
48,100,100,0.55,0.32,1852,25,3598,112,16.5,4,899.5
49,100,100,0.55,0.32,1795,34,3646,114,15.7,4,911.5
50,100,100,0.55,0.32,1746,26,3703,114,15.3,4,925.8
51,100,100,0.55,0.32,1707,26,3742,119,14.3,4,935.5
52,100,100,0.55,0.32,1654,33,3788,124,13.3,4,947.0
53,100,100,0.55,0.32,1611,25,3839,119,13.5,4,959.8
54,100,100,0.55,0.32,1569,21,3885,119,13.2,4,971.2
55,100,100,0.55,0.32,1533,21,3921,122,12.6,4,980.2
56,100,100,0.55,0.32,1498,15,3962,121,12.4,4,990.5
57,100,100,0.55,0.32,1470,17,3988,123,12.0,4,997.0
58,100,100,0.55,0.32,1442,16,4017,123,11.7,4,1004.2
59,100,100,0.55,0.32,1421,13,4041,123,11.6,4,1010.2
60,100,100,0.55,0.32,1393,22,4060,125,11.1,4,1015.0
61,100,100,0.55,0.32,1333,33,4109,127,10.5,4,1027.2
62,100,100,0.55,0.32,1288,22,4165,133,9.7,4,1041.2
63,100,100,0.55,0.32,1257,13,4205,132,9.5,4,1051.2
64,100,100,0.55,0.32,1214,21,4240,134,9.1,4,1060.0
65,100,100,0.55,0.32,1176,20,4279,138,8.5,4,1069.8
66,100,100,0.55,0.32,1149,14,4312,139,8.3,4,1078.0
67,100,100,0.55,0.32,1132,9,4334,139,8.1,4,1083.5
68,100,100,0.55,0.32,1116,8,4351,141,7.9,4,1087.8
69,100,100,0.55,0.32,1110,3,4362,140,7.9,4,1090.5
70,100,100,0.55,0.32,1103,3,4369,139,7.9,4,1092.2
71,100,100,0.55,0.32,1102,1,4372,140,7.9,4,1093.0
72,100,100,0.55,0.32,1101,0,4374,139,7.9,4,1093.5
