,Width,Height,Density,Humidity ,Fine,On Fire,Burned Out,# Fine Clusteres,Av. Fine Clusteres Size,# Burned Out Clusteres,Av. Burned Out Clusteres Size
0,100,100,0.55,0.32,5425,52,0,20,271.2,0,0
1,100,100,0.55,0.32,5354,40,83,22,243.4,20,4.2
2,100,100,0.55,0.32,5287,39,151,24,220.3,15,10.1
3,100,100,0.55,0.32,5201,37,239,28,185.8,10,23.9
4,100,100,0.55,0.32,5133,34,310,32,160.4,10,31.0
5,100,100,0.55,0.32,5082,34,361,31,163.9,9,40.1
6,100,100,0.55,0.32,5032,30,415,30,167.7,8,51.9
7,100,100,0.55,0.32,4993,20,464,32,156.0,8,58.0
8,100,100,0.55,0.32,4952,21,504,31,159.7,7,72.0
9,100,100,0.55,0.32,4911,25,541,32,153.5,7,77.3
10,100,100,0.55,0.32,4854,34,589,36,134.8,7,84.1
11,100,100,0.55,0.32,4776,50,651,43,111.1,7,93.0
12,100,100,0.55,0.32,4725,26,726,42,112.5,6,121.0
13,100,100,0.55,0.32,4682,28,767,40,117.0,6,127.8
14,100,100,0.55,0.32,4598,41,838,45,102.2,6,139.7
15,100,100,0.55,0.32,4542,35,900,45,100.9,5,180.0
16,100,100,0.55,0.32,4498,26,953,44,102.2,5,190.6
17,100,100,0.55,0.32,4442,33,1002,47,94.5,5,200.4
18,100,100,0.55,0.32,4382,28,1067,47,93.2,5,213.4
19,100,100,0.55,0.32,4337,27,1113,48,90.4,5,222.6
20,100,100,0.55,0.32,4309,20,1148,50,86.2,5,229.6
21,100,100,0.55,0.32,4280,18,1179,48,89.2,5,235.8
22,100,100,0.55,0.32,4245,23,1209,51,83.2,5,241.8
23,100,100,0.55,0.32,4185,30,1262,52,80.5,5,252.4
24,100,100,0.55,0.32,4130,28,1319,54,76.5,5,263.8
25,100,100,0.55,0.32,4082,29,1366,56,72.9,5,273.2
26,100,100,0.55,0.32,4018,40,1419,62,64.8,5,283.8
27,100,100,0.55,0.32,3935,57,1485,62,63.5,5,297.0
28,100,100,0.55,0.32,3869,39,1569,63,61.4,5,313.8
29,100,100,0.55,0.32,3787,38,1652,65,58.3,5,330.4
30,100,100,0.55,0.32,3722,40,1715,66,56.4,5,343.0
31,100,100,0.55,0.32,3674,28,1775,66,55.7,5,355.0
32,100,100,0.55,0.32,3627,28,1822,65,55.8,5,364.4
33,100,100,0.55,0.32,3571,28,1878,68,52.5,5,375.6
34,100,100,0.55,0.32,3527,23,1927,68,51.9,5,385.4
35,100,100,0.55,0.32,3476,31,1970,69,50.4,5,394.0
36,100,100,0.55,0.32,3422,32,2023,75,45.6,5,404.6
37,100,100,0.55,0.32,3362,34,2081,75,44.8,5,416.2
38,100,100,0.55,0.32,3309,29,2139,78,42.4,5,427.8
39,100,100,0.55,0.32,3236,39,2202,77,42.0,5,440.4
40,100,100,0.55,0.32,3170,42,2265,81,39.1,4,566.2
41,100,100,0.55,0.32,3087,47,2343,87,35.5,4,585.8
42,100,100,0.55,0.32,3006,40,2431,92,32.7,4,607.8
43,100,100,0.55,0.32,2940,33,2504,88,33.4,4,626.0
44,100,100,0.55,0.32,2879,30,2568,93,31.0,4,642.0
45,100,100,0.55,0.32,2841,24,2612,94,30.2,4,653.0
46,100,100,0.55,0.32,2782,28,2667,93,29.9,4,666.8
47,100,100,0.55,0.32,2753,15,2709,92,29.9,4,677.2
48,100,100,0.55,0.32,2726,16,2735,94,29.0,4,683.8
49,100,100,0.55,0.32,2695,22,2760,94,28.7,4,690.0
50,100,100,0.55,0.32,2625,35,2817,100,26.2,4,704.2
51,100,100,0.55,0.32,2583,22,2872,99,26.1,4,718.0
52,100,100,0.55,0.32,2541,26,2910,102,24.9,4,727.5
53,100,100,0.55,0.32,2507,20,2950,104,24.1,4,737.5
54,100,100,0.55,0.32,2487,18,2972,106,23.5,4,743.0
55,100,100,0.55,0.32,2449,22,3006,107,22.9,4,751.5
56,100,100,0.55,0.32,2407,26,3044,108,22.3,4,761.0
57,100,100,0.55,0.32,2365,23,3089,111,21.3,4,772.2
58,100,100,0.55,0.32,2312,31,3134,114,20.3,4,783.5
59,100,100,0.55,0.32,2258,31,3188,115,19.6,4,797.0
60,100,100,0.55,0.32,2222,21,3234,115,19.3,4,808.5
61,100,100,0.55,0.32,2181,24,3272,115,19.0,4,818.0
62,100,100,0.55,0.32,2130,37,3310,118,18.1,4,827.5
63,100,100,0.55,0.32,2069,37,3371,118,17.5,4,842.8
64,100,100,0.55,0.32,1989,41,3447,126,15.8,4,861.8
65,100,100,0.55,0.32,1908,47,3522,127,15.0,4,880.5
66,100,100,0.55,0.32,1842,39,3596,129,14.3,4,899.0
67,100,100,0.55,0.32,1725,60,3692,139,12.4,4,923.0
68,100,100,0.55,0.32,1643,41,3793,139,11.8,4,948.2
69,100,100,0.55,0.32,1599,25,3853,137,11.7,4,963.2
70,100,100,0.55,0.32,1542,30,3905,145,10.6,4,976.2
71,100,100,0.55,0.32,1473,37,3967,149,9.9,4,991.8
72,100,100,0.55,0.32,1431,30,4016,150,9.5,4,1004.0
73,100,100,0.55,0.32,1386,28,4063,152,9.1,4,1015.8
