,Width,Height,Density,Humidity ,Fine,On Fire,Burned Out,# Fine Clusteres,Av. Fine Clusteres Size,# Burned Out Clusteres,Av. Burned Out Clusteres Size
0,100,100,0.55,0.32,5466,58,0,28,195.2,0,0
1,100,100,0.55,0.32,5388,36,100,26,207.2,18,5.6
2,100,100,0.55,0.32,5331,39,154,27,197.4,13,11.8
3,100,100,0.55,0.32,5274,34,216,29,181.9,11,19.6
4,100,100,0.55,0.32,5199,46,279,32,162.5,11,25.4
5,100,100,0.55,0.32,5104,44,376,31,164.6,6,62.7
6,100,100,0.55,0.32,5052,37,435,35,144.3,6,72.5
7,100,100,0.55,0.32,4973,39,512,40,124.3,5,102.4
8,100,100,0.55,0.32,4894,54,576,38,128.8,5,115.2
9,100,100,0.55,0.32,4813,50,661,40,120.3,5,132.2
10,100,100,0.55,0.32,4740,37,747,43,110.2,5,149.4
11,100,100,0.55,0.32,4653,57,814,43,108.2,5,162.8
12,100,100,0.55,0.32,4530,71,923,43,105.3,5,184.6
13,100,100,0.55,0.32,4417,69,1038,49,90.1,5,207.6
14,100,100,0.55,0.32,4315,57,1152,53,81.4,5,230.4
15,100,100,0.55,0.32,4221,51,1252,54,78.2,5,250.4
16,100,100,0.55,0.32,4121,60,1343,56,73.6,5,268.6
17,100,100,0.55,0.32,4019,59,1446,57,70.5,5,289.2
18,100,100,0.55,0.32,3912,59,1553,60,65.2,5,310.6
19,100,100,0.55,0.32,3834,43,1647,64,59.9,5,329.4
20,100,100,0.55,0.32,3759,39,1726,66,57.0,5,345.2
21,100,100,0.55,0.32,3710,36,1778,67,55.4,5,355.6
22,100,100,0.55,0.32,3635,43,1846,71,51.2,5,369.2
23,100,100,0.55,0.32,3552,47,1925,74,48.0,5,385.0
24,100,100,0.55,0.32,3485,37,2002,72,48.4,5,400.4
25,100,100,0.55,0.32,3443,25,2056,74,46.5,5,411.2
26,100,100,0.55,0.32,3375,37,2112,77,43.8,5,422.4
27,100,100,0.55,0.32,3292,48,2184,82,40.1,5,436.8
28,100,100,0.55,0.32,3193,64,2267,87,36.7,5,453.4
29,100,100,0.55,0.32,3101,47,2376,83,37.4,5,475.2
30,100,100,0.55,0.32,2987,56,2481,90,33.2,5,496.2
31,100,100,0.55,0.32,2899,46,2579,85,34.1,5,515.8
32,100,100,0.55,0.32,2784,54,2686,88,31.6,5,537.2
33,100,100,0.55,0.32,2690,44,2790,86,31.3,5,558.0
34,100,100,0.55,0.32,2628,34,2862,88,29.9,5,572.4
35,100,100,0.55,0.32,2540,48,2936,97,26.2,5,587.2
36,100,100,0.55,0.32,2461,40,3023,97,25.4,5,604.6
37,100,100,0.55,0.32,2397,38,3089,93,25.8,5,617.8
38,100,100,0.55,0.32,2330,35,3159,93,25.1,5,631.8
39,100,100,0.55,0.32,2255,38,3231,98,23.0,5,646.2
40,100,100,0.55,0.32,2175,44,3305,96,22.7,5,661.0
41,100,100,0.55,0.32,2125,31,3368,103,20.6,5,673.6
42,100,100,0.55,0.32,2061,32,3431,106,19.4,5,686.2
43,100,100,0.55,0.32,2021,26,3477,102,19.8,5,695.4
44,100,100,0.55,0.32,1975,27,3522,102,19.4,5,704.4
45,100,100,0.55,0.32,1937,22,3565,104,18.6,5,713.0
46,100,100,0.55,0.32,1899,19,3606,107,17.7,5,721.2
47,100,100,0.55,0.32,1877,16,3631,105,17.9,5,726.2
48,100,100,0.55,0.32,1857,10,3657,107,17.4,5,731.4
49,100,100,0.55,0.32,1839,15,3670,107,17.2,5,734.0
50,100,100,0.55,0.32,1804,21,3699,107,16.9,5,739.8
51,100,100,0.55,0.32,1777,19,3728,109,16.3,5,745.6
52,100,100,0.55,0.32,1747,16,3761,112,15.6,5,752.2
53,100,100,0.55,0.32,1707,22,3795,112,15.2,5,759.0
54,100,100,0.55,0.32,1671,23,3830,110,15.2,5,766.0
55,100,100,0.55,0.32,1611,28,3885,113,14.3,5,777.0
